frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,1.14,1.97,1.89,0.00,0.00,0.00,0.00,0.35,0.88,2.06,1.70,0.59,0.33,1.19,1.02,1.65,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
2,0,0.020,0.98,1,0.90,1.41,1.91,0.00,0.00,0.00,0.00,0.48,0.69,1.99,1.33,0.58,0.21,1.18,1.47,2.12,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
3,0,0.040,0.98,1,0.78,1.08,1.92,0.00,0.00,0.00,0.00,0.67,0.59,1.92,1.16,0.66,0.12,1.06,1.76,2.42,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
4,0,0.060,0.98,1,0.79,1.14,1.95,0.00,0.00,0.00,0.00,0.90,0.58,1.96,1.09,0.66,0.16,0.92,1.87,2.36,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
5,0,0.080,0.98,1,0.74,1.02,2.03,0.00,0.00,0.00,0.00,1.05,0.60,1.99,1.16,0.83,0.30,0.83,1.93,2.48,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
6,0,0.100,0.98,1,0.71,1.03,2.11,0.00,0.00,0.00,0.00,1.10,0.58,2.08,1.23,0.86,0.39,0.84,2.01,2.41,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
7,0,0.120,0.98,1,0.73,0.95,2.12,0.00,0.00,0.00,0.00,1.02,0.56,2.00,1.31,0.94,0.52,0.85,2.05,2.49,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
8,0,0.140,0.98,1,0.78,1.09,2.13,0.00,0.00,0.00,0.00,1.04,0.54,2.02,1.31,0.81,0.42,0.89,2.20,2.44,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
9,0,0.160,0.98,1,0.83,1.14,2.10,0.00,0.00,0.00,0.00,0.92,0.46,2.00,1.40,0.90,0.36,0.93,2.37,2.54,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
10,0,0.180,0.98,1,0.72,1.09,2.01,0.00,0.00,0.00,0.00,0.82,0.45,1.97,1.58,0.94,0.30,0.98,2.51,2.46,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
11,0,0.200,0.98,1,0.67,0.97,1.91,0.00,0.00,0.00,0.00,0.84,0.50,1.89,1.69,0.93,0.29,0.95,2.52,2.41,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
12,0,0.220,0.98,1,0.64,0.95,1.85,0.00,0.00,0.00,0.00,0.97,0.63,1.77,1.51,0.85,0.25,0.91,2.37,2.35,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
13,0,0.240,0.98,1,0.66,0.98,1.93,0.00,0.00,0.00,0.00,1.13,0.67,1.75,1.39,0.92,0.08,0.87,2.32,2.43,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
14,0,0.260,0.98,1,0.66,1.14,1.98,0.00,0.00,0.00,0.00,1.19,0.67,1.65,1.37,0.97,0.02,0.83,2.24,2.46,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
15,0,0.280,0.98,1,0.69,1.17,2.02,0.00,0.00,0.00,0.00,1.25,0.65,1.66,1.55,1.00,0.02,0.85,2.34,2.39,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
16,0,0.300,0.98,1,0.67,1.15,2.04,0.00,0.00,0.00,0.00,1.29,0.69,1.76,1.61,1.00,0.02,0.86,2.28,2.42,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
17,0,0.320,0.98,1,0.73,1.06,2.08,0.00,0.00,0.00,0.00,1.38,0.68,1.74,1.47,1.11,0.00,0.93,2.31,2.54,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
18,0,0.340,0.98,1,0.84,1.18,2.04,0.00,0.00,0.00,0.00,1.37,0.73,1.79,1.36,1.08,0.00,0.93,2.28,2.69,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
19,0,0.360,0.98,1,1.04,1.43,1.91,0.00,0.00,0.00,0.00,1.44,0.73,1.90,1.26,0.96,0.00,0.94,2.35,2.70,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
20,0,0.380,0.98,1,1.15,1.60,1.88,0.00,0.00,0.00,0.00,1.35,0.75,2.08,1.55,0.79,0.00,0.81,2.43,2.49,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
21,0,0.400,0.98,1,1.15,1.61,1.95,0.00,0.00,0.00,0.00,1.32,0.75,2.05,1.64,0.71,0.04,0.75,2.44,2.34,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
22,0,0.420,0.98,1,1.06,1.58,1.99,0.00,0.00,0.00,0.00,1.27,0.75,1.87,1.79,0.71,0.04,0.65,2.39,2.11,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
23,0,0.440,0.98,1,1.02,1.58,1.92,0.00,0.00,0.00,0.00,1.38,0.76,1.74,1.47,0.77,0.04,0.70,2.35,2.23,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
24,0,0.460,0.98,1,1.00,1.52,1.87,0.00,0.00,0.00,0.00,1.50,0.72,1.74,1.51,0.83,0.14,0.68,2.41,2.19,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
25,0,0.480,0.98,1,1.02,1.59,1.79,0.00,0.00,0.00,0.00,1.54,0.66,1.83,1.37,0.96,0.27,0.71,2.31,2.36,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
26,0,0.500,0.98,1,1.03,1.57,1.82,0.00,0.00,0.00,0.00,1.53,0.62,1.87,1.58,1.06,0.27,0.71,2.24,2.31,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
27,0,0.520,0.98,1,1.02,1.64,1.75,0.00,0.00,0.00,0.00,1.52,0.60,1.93,1.46,0.99,0.18,0.71,2.29,2.51,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
28,0,0.540,0.98,1,1.02,1.55,1.88,0.00,0.00,0.00,0.00,1.45,0.60,1.96,1.52,1.00,0.05,0.76,2.33,2.59,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
29,0,0.560,0.98,1,1.14,1.68,1.84,0.00,0.00,0.00,0.00,1.52,0.59,2.03,1.63,0.84,0.21,0.75,2.43,2.75,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00
