AU,ex
1.051857585139319429e-01,0.000000000000000000e+00
1.688304093567251085e-01,0.000000000000000000e+00
4.055312954876270637e-01,0.000000000000000000e+00
4.391616766467065225e-01,0.000000000000000000e+00
5.047185430463573264e-01,0.000000000000000000e+00
4.348314606741571740e-03,0.000000000000000000e+00
9.286215978928885617e-02,0.000000000000000000e+00
2.107756948933421359e-01,0.000000000000000000e+00
4.770861748295094351e-01,0.000000000000000000e+00
4.689491525423729046e-01,0.000000000000000000e+00
1.590585241730280153e-01,0.000000000000000000e+00
2.317445482866044570e-01,0.000000000000000000e+00
9.097649918962738558e-02,0.000000000000000000e+00
5.357863501483678403e-01,0.000000000000000000e+00
9.166666666666668517e-01,0.000000000000000000e+00
2.003136025088198824e-01,0.000000000000000000e+00
3.050602409638554155e-02,0.000000000000000000e+00
4.597242284963886649e-01,0.000000000000000000e+00
2.756573116691284908e-01,0.000000000000000000e+00
2.334214002642006902e-01,0.000000000000000000e+00
2.890256194876099083e-01,0.000000000000000000e+00
8.014502094747013583e-01,0.000000000000000000e+00
2.114975845410629329e-01,0.000000000000000000e+00
3.682917409387994612e-01,0.000000000000000000e+00
-9.515119510839363803e-01,0.000000000000000000e+00
1.633064516129032195e-01,0.000000000000000000e+00
3.474418604651162701e-01,0.000000000000000000e+00
6.214062499999996048e-01,0.000000000000000000e+00
3.928361138370951855e-02,0.000000000000000000e+00
3.921411764705882985e-02,0.000000000000000000e+00
2.169273433166943044e-01,0.000000000000000000e+00
3.358142962417097477e-02,0.000000000000000000e+00
2.493999999999999273e-01,0.000000000000000000e+00
2.241360691144706763e-01,0.000000000000000000e+00
6.543222506393864268e-01,0.000000000000000000e+00
1.792739520958085975e-01,0.000000000000000000e+00
2.007384403036577281e-01,0.000000000000000000e+00
1.649061224489797861e-01,0.000000000000000000e+00
1.260496492174845995e-01,0.000000000000000000e+00
5.278616352201263018e-01,0.000000000000000000e+00
9.071984435797669777e-02,0.000000000000000000e+00
2.700783162016636152e-01,0.000000000000000000e+00
3.284204671857615110e-01,0.000000000000000000e+00
3.300409668168785005e-01,0.000000000000000000e+00
2.878721541155863095e-01,0.000000000000000000e+00
1.548046999047314187e-01,0.000000000000000000e+00
2.394554455445543073e-01,0.000000000000000000e+00
6.311878291398481666e-02,0.000000000000000000e+00
6.146169354838713073e-01,0.000000000000000000e+00
1.681944444444444797e-01,0.000000000000000000e+00
3.644940289126333832e-01,0.000000000000000000e+00
1.128603104212859143e-01,0.000000000000000000e+00
2.471848739495797753e-01,0.000000000000000000e+00
1.632545931758530577e-02,0.000000000000000000e+00
4.548571428571427933e-01,0.000000000000000000e+00
2.234171369933297124e-01,0.000000000000000000e+00
1.558306188925083491e-01,0.000000000000000000e+00
1.280610626486916870e-01,0.000000000000000000e+00
1.581188118811882315e-01,1.000000000000000000e+00
2.335264054514482046e-01,1.000000000000000000e+00
3.310140562248995999e-01,1.000000000000000000e+00
1.251428571428571217e-02,1.000000000000000000e+00
1.100000000000000006e-01,1.000000000000000000e+00
4.000722394220846412e-01,1.000000000000000000e+00
1.595588235294117252e-01,1.000000000000000000e+00
3.420661157024791621e-02,1.000000000000000000e+00
1.111974789915966683e-01,1.000000000000000000e+00
6.891463414634144136e-02,1.000000000000000000e+00
4.988135593220339725e-01,1.000000000000000000e+00
6.450750220653127531e-01,1.000000000000000000e+00
1.918782383419690152e-01,1.000000000000000000e+00
4.423440453686198690e-03,1.000000000000000000e+00
7.390082644628098718e-02,1.000000000000000000e+00
5.080213903743315516e-03,1.000000000000000000e+00
1.801470588235294656e-01,1.000000000000000000e+00
4.698615384615386636e-01,1.000000000000000000e+00
1.528301886792452977e-02,1.000000000000000000e+00
8.550082101806243118e-02,1.000000000000000000e+00
7.182758620689654316e-01,1.000000000000000000e+00
7.551020408163265640e-03,1.000000000000000000e+00
5.962344983089061801e-01,1.000000000000000000e+00
3.695911413969337200e-01,1.000000000000000000e+00
2.862735849056604609e-01,1.000000000000000000e+00
5.217569786535301152e-02,1.000000000000000000e+00
8.004484304932736605e-02,1.000000000000000000e+00
1.905798479087452146e-01,1.000000000000000000e+00
2.332396449704142727e-01,1.000000000000000000e+00
5.650333333333331653e-01,1.000000000000000000e+00
3.816600790513833275e-01,1.000000000000000000e+00
4.601744186046511920e-01,1.000000000000000000e+00
3.383853006681505904e-01,1.000000000000000000e+00
1.439285714285714057e-01,1.000000000000000000e+00
2.443387096774194689e-01,1.000000000000000000e+00
1.020467836257310107e-01,1.000000000000000000e+00
4.931250000000001465e-01,1.000000000000000000e+00
5.727559055118107700e-01,1.000000000000000000e+00
7.155971659919029282e-01,1.000000000000000000e+00
2.241666666666667584e+00,1.000000000000000000e+00
7.670611439842213441e-02,1.000000000000000000e+00
1.325581395348837156e-02,1.000000000000000000e+00
3.550270270270273198e-01,1.000000000000000000e+00
3.830081300813011347e-01,1.000000000000000000e+00
8.701298701298704544e-03,1.000000000000000000e+00
3.786271450858035709e-02,1.000000000000000000e+00
4.770938446014123119e-02,1.000000000000000000e+00
-1.014399999999999968e+00,1.000000000000000000e+00
9.488809310653530116e-02,2.000000000000000000e+00
2.172000000000000874e-01,2.000000000000000000e+00
5.958005249343834714e-02,2.000000000000000000e+00
2.967085714285714326e-01,2.000000000000000000e+00
4.649818840579700296e-01,2.000000000000000000e+00
1.403125000000000067e-01,2.000000000000000000e+00
2.132992327365729884e-02,2.000000000000000000e+00
2.449051490514904394e-01,2.000000000000000000e+00
1.835200000000000373e-02,2.000000000000000000e+00
8.950877192982459318e-01,2.000000000000000000e+00
4.097902097902097335e-02,2.000000000000000000e+00
1.039745916515426721e-01,2.000000000000000000e+00
-6.776530612244898721e-01,2.000000000000000000e+00
6.957364341085272609e-03,2.000000000000000000e+00
7.421707060063224004e-01,2.000000000000000000e+00
4.290322580645159617e-02,2.000000000000000000e+00
7.804878048780487798e-02,2.000000000000000000e+00
5.094619666048239015e-02,2.000000000000000000e+00
1.606396588486140309e-01,2.000000000000000000e+00
4.626295336787559220e-01,2.000000000000000000e+00
1.800490196078431693e-01,2.000000000000000000e+00
3.355454545454543691e-01,2.000000000000000000e+00
6.176036866359447819e-01,2.000000000000000000e+00
5.808625336927224214e-02,2.000000000000000000e+00
5.679520137103687139e-02,2.000000000000000000e+00
1.155942947702060242e-01,2.000000000000000000e+00
1.487392055267703905e-01,2.000000000000000000e+00
1.621078037007242234e-01,2.000000000000000000e+00
6.591446345256607442e-01,2.000000000000000000e+00
1.823200000000000168e-02,2.000000000000000000e+00
2.209212730318256823e-01,2.000000000000000000e+00
3.036370967741934268e-01,2.000000000000000000e+00
2.819327731092436951e-01,2.000000000000000000e+00
1.698729582577131539e-02,2.000000000000000000e+00
1.876315789473684548e-01,2.000000000000000000e+00
1.335964912280701855e-01,2.000000000000000000e+00
4.825203252032518597e-02,2.000000000000000000e+00
2.377272727272727870e-01,2.000000000000000000e+00
2.081999999999998852e-01,2.000000000000000000e+00
1.833809523809524222e-01,2.000000000000000000e+00
1.371650211565584865e-01,2.000000000000000000e+00
5.143139190523198477e-03,2.000000000000000000e+00
1.930698151950718533e-01,2.000000000000000000e+00
4.363934426229510444e-01,2.000000000000000000e+00
3.314659685863872718e-01,2.000000000000000000e+00
1.344073647871117660e-01,2.000000000000000000e+00
4.116735028712050215e-01,2.000000000000000000e+00
7.176470588235296377e-01,3.000000000000000000e+00
4.815724815724816560e-02,3.000000000000000000e+00
8.896226415094339313e-01,3.000000000000000000e+00
1.553526970954356712e-01,3.000000000000000000e+00
4.624180327868845364e-01,3.000000000000000000e+00
8.675373134328362434e-02,3.000000000000000000e+00
8.645833333333331761e-02,3.000000000000000000e+00
2.626997840172785037e-01,3.000000000000000000e+00
1.565789473684210328e-02,3.000000000000000000e+00
1.376821192052979925e-01,3.000000000000000000e+00
3.517948717948717330e-01,3.000000000000000000e+00
3.155524079320111697e-01,3.000000000000000000e+00
1.299206349206349698e+00,3.000000000000000000e+00
2.387323943661969622e-02,3.000000000000000000e+00
2.532344322344323384e+00,3.000000000000000000e+00
2.811960132890365949e-01,3.000000000000000000e+00
1.649506172839504625e+00,3.000000000000000000e+00
2.540559999999998375e-01,3.000000000000000000e+00
3.270053475935829485e-02,3.000000000000000000e+00
8.057688634192919919e-01,3.000000000000000000e+00
8.148979591836731651e-02,3.000000000000000000e+00
4.294797687861275082e-02,3.000000000000000000e+00
1.199128540305010870e-01,3.000000000000000000e+00
1.905349794238682740e-02,3.000000000000000000e+00
4.710798122065728011e-01,3.000000000000000000e+00
1.436322869955156956e-01,3.000000000000000000e+00
5.248730964467010485e-02,3.000000000000000000e+00
5.765409383624658934e-02,3.000000000000000000e+00
5.857692307692312639e-01,3.000000000000000000e+00
3.578240740740741832e-01,3.000000000000000000e+00
4.697619047619044919e-01,3.000000000000000000e+00
4.580073349633247415e-01,3.000000000000000000e+00
3.304396482813744540e-01,3.000000000000000000e+00
5.972803347280336572e-02,3.000000000000000000e+00
2.235061728395061620e-01,3.000000000000000000e+00
4.362176870748294966e-01,3.000000000000000000e+00
7.348681055155871222e-01,3.000000000000000000e+00
3.876597402597400155e+00,3.000000000000000000e+00
2.280542986425338273e-02,3.000000000000000000e+00
2.335426008968611022e-01,3.000000000000000000e+00
5.532239999999998270e-01,3.000000000000000000e+00
1.873614190687361222e-02,3.000000000000000000e+00
1.724229808492922789e-01,3.000000000000000000e+00
7.387499999999999067e-01,3.000000000000000000e+00
2.475720164609053753e-01,3.000000000000000000e+00
2.079268292682926941e-02,3.000000000000000000e+00
8.441524310118270202e-02,3.000000000000000000e+00
7.080000000000004345e-02,3.000000000000000000e+00
6.834101382488477761e-02,4.000000000000000000e+00
1.760799999999999171e-02,4.000000000000000000e+00
2.207721280602637504e-01,4.000000000000000000e+00
2.269037656903765132e-01,4.000000000000000000e+00
3.892649434571894829e-01,4.000000000000000000e+00
2.943209876543209647e-01,4.000000000000000000e+00
6.702807357212003936e-02,4.000000000000000000e+00
3.927101769911505169e-01,4.000000000000000000e+00
2.030602957906712525e-01,4.000000000000000000e+00
6.556016597510374092e-03,4.000000000000000000e+00
5.623574144486692683e-02,4.000000000000000000e+00
1.233591065292096445e-01,4.000000000000000000e+00
4.439814814814815325e-01,4.000000000000000000e+00
5.398780487804877293e-01,4.000000000000000000e+00
-1.322318339100346574e+00,4.000000000000000000e+00
1.771428571428571713e-02,4.000000000000000000e+00
3.432464146023470053e-01,4.000000000000000000e+00
3.673076923076922795e-01,4.000000000000000000e+00
2.056163113994436131e-01,4.000000000000000000e+00
7.125326797385610478e-01,4.000000000000000000e+00
1.218020304568527834e-01,4.000000000000000000e+00
3.933162217659135207e-01,4.000000000000000000e+00
2.103278688524589934e-01,4.000000000000000000e+00
1.131383737517831500e-01,4.000000000000000000e+00
3.268200270635993054e-01,4.000000000000000000e+00
2.783415841584160888e-01,4.000000000000000000e+00
4.859999999999996545e-01,4.000000000000000000e+00
1.956637168141592831e-01,4.000000000000000000e+00
8.674796747967479515e-02,4.000000000000000000e+00
2.692342342342343708e-01,4.000000000000000000e+00
2.568627450980391635e-02,4.000000000000000000e+00
4.900398406374500970e-02,4.000000000000000000e+00
3.636363636363636881e-02,4.000000000000000000e+00
2.862509992006394971e-02,4.000000000000000000e+00
9.843086419753079852e-01,4.000000000000000000e+00
9.730185497470487249e-03,4.000000000000000000e+00
-1.366363636363636225e+00,4.000000000000000000e+00
4.312039312039311206e-03,4.000000000000000000e+00
7.424778761061948118e-02,4.000000000000000000e+00
1.697368421052631790e-02,4.000000000000000000e+00
9.378995433789952263e-02,4.000000000000000000e+00
1.292750744786495265e-01,4.000000000000000000e+00
1.460578034682081250e-01,4.000000000000000000e+00
5.860000000000002013e-02,4.000000000000000000e+00
4.234732824427478448e-02,4.000000000000000000e+00
1.239529411764705991e-01,4.000000000000000000e+00
4.951156812339334995e-02,4.000000000000000000e+00
