AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,label
1.603174603174604140e-01,7.888888888888889728e-02,6.042857142857144259e-01,8.253968253968253788e-02,9.809523809523808258e-02,4.539682539682539375e-02,5.190476190476188412e-02,1.755555555555555758e-01,3.722222222222225096e-01,2.385714285714286287e-01,2.387301587301586814e-01,6.942857142857142838e-01,1.563492063492063489e-01,2.050793650793651113e-01,1.268412698412698214e+00,4.396825396825395638e-01,1.801587301587301848e-01,2.222222222222222099e-01,4.126984126984126755e-01,1.904761904761904656e-01,8.095238095238095344e-01,1.587301587301587213e-01,0.000000000000000000e+00,2.063492063492063378e-01,3.492063492063491870e-01,2.063492063492063378e-01,3.492063492063491870e-01,1.746031746031745935e-01,3.968253968253968034e-01,0.000000000000000000e+00,2.380952380952380820e-01,1.904761904761904656e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.539682539682539542e-01,2.000000000000000000e+00
2.452040816326529760e-01,1.702040816326530204e-01,3.628061224489796399e-01,9.821428571428564291e-02,1.273469387755101490e-01,2.108673469387754018e-01,1.310714285714285887e-01,4.719897959183672054e-01,1.341326530612245438e-01,5.539795918367347305e-01,7.254591836734696209e-01,1.428010204081632484e+00,5.589795918367347349e-01,2.808673469387755750e-01,1.063775510204081565e+00,1.122653061224489379e+00,1.595408163265305268e-01,4.336734693877550839e-01,5.867346938775510612e-01,2.704081632653061451e-01,3.418367346938775420e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.479591836734693855e-01,3.571428571428571230e-02,0.000000000000000000e+00,2.959183673469387710e-01,3.979591836734693855e-01,3.826530612244897767e-01,3.979591836734693855e-01,6.632653061224490221e-02,1.479591836734693855e-01,1.683673469387755028e-01,3.571428571428571230e-02,1.887755102040816202e-01,2.000000000000000000e+00
6.004195804195802122e-01,3.176223776223775497e-01,4.039560439560441751e-01,1.332567432567434151e-01,2.554445554445555072e-02,5.468331668331661843e-01,8.952047952047954837e-02,3.059840159840159779e-01,6.175824175824175255e-02,8.827172827172830027e-02,3.900099900099898709e-01,8.996503496503497344e-01,1.789010989010988706e-01,2.271028971028969945e-01,4.562137862137859434e-01,5.161138861138860889e-01,2.038461538461538158e-01,3.876123876123875878e-01,2.307692307692307820e-01,6.123876123876124122e-01,2.027972027972027858e-01,0.000000000000000000e+00,4.295704295704295683e-01,0.000000000000000000e+00,5.894105894105894361e-02,6.293706293706294308e-02,1.668331668331668460e-01,3.206793206793207007e-01,3.556443556443556475e-01,1.048951048951048959e-01,7.292707292707292788e-02,1.828171828171828162e-01,2.267732267732267826e-01,2.067932067932067852e-01,4.425574425574425597e-01,2.000000000000000000e+00
3.660150375939850154e-01,1.033834586466166605e-01,1.195093984962405598e+00,5.926691729323308594e-02,2.443609022556391232e-04,7.056390977443607881e-02,7.734962406015047365e-02,2.171428571428572485e-01,2.672368421052632170e-01,5.266917293233084468e-02,3.204887218045112673e-01,8.188909774436087252e-01,1.972932330827067149e-01,5.537593984962405763e-02,5.162969924812035316e-01,1.285375939849623839e+00,1.217669172932331345e-01,3.101503759398496207e-01,3.984962406015037373e-01,9.887218045112782239e-01,4.887218045112781684e-02,1.127819548872180389e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.639097744360901943e-03,1.936090225563909806e-01,7.706766917293232655e-02,5.977443609022556892e-01,3.045112781954887327e-01,3.364661654135338575e-01,5.263157894736841813e-02,2.067669172932330712e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.390977443609022202e-02,2.000000000000000000e+00
1.634169278996864538e-01,1.019435736677116316e-01,5.275862068965518903e-01,6.968652037617555084e-02,3.399373040752350916e-01,2.865203761755485967e-01,9.015673981191220376e-02,5.191536050156743132e-01,8.075235109717868176e-02,5.590909090909089718e-01,3.826645768025079275e-01,7.187774294670854491e-01,2.150783699059561904e-01,1.439498432601881428e-01,6.001253918495297324e-01,9.318808777429470336e-01,1.497492163009405686e-01,1.598746081504702210e-01,3.354231974921629833e-01,8.871473354231974584e-01,5.642633228840125692e-02,6.050156739811912709e-01,3.448275862068965469e-02,5.015673981191222375e-02,9.717868338557993091e-02,3.134796238244513984e-03,4.326018808777429281e-01,4.952978056426332043e-01,2.476489028213166022e-01,1.598746081504702210e-01,0.000000000000000000e+00,2.695924764890282321e-01,3.448275862068965469e-02,1.567398119122256905e-02,3.855799373040752487e-01,2.000000000000000000e+00
4.478082191780821675e-01,1.199999999999999956e-01,9.971232876712328164e-01,1.305479452054794653e-01,3.124657534246574886e-01,7.671232876712327786e-02,1.376712328767123461e-01,5.006849315068495621e-01,1.523287671232876894e-01,4.424657534246576041e-01,5.341095890410960667e-01,1.088630136986301844e+00,2.130136986301370550e-01,1.654794520547945291e-01,5.347945205479449626e-01,5.483561643835613841e-01,7.835616438356163282e-02,4.383561643835616195e-01,4.794520547945205213e-01,7.260273972602739878e-01,0.000000000000000000e+00,3.287671232876712146e-01,1.369863013698630061e-01,5.479452054794520244e-02,1.780821917808219079e-01,0.000000000000000000e+00,1.917808219178082085e-01,1.917808219178082085e-01,2.876712328767123128e-01,3.698630136986301165e-01,1.369863013698630061e-02,3.561643835616438158e-01,1.643835616438356073e-01,8.219178082191780366e-02,2.054794520547945091e-01,2.000000000000000000e+00
5.053646477132258674e-01,9.777503090234856975e-02,3.630407911001234389e-01,7.980222496909773755e-02,9.990111248454897064e-02,1.019901112484549593e-01,5.438813349814583531e-02,2.449196538936964096e-01,5.325834363411614536e-01,4.055500618046968264e-01,1.848949320148330633e-01,6.752781211372060888e-01,1.897033374536467309e-01,1.292954264524104335e-01,4.452286773794808528e-01,7.883065512978986167e-01,1.184919653893696107e-01,2.867737948084054245e-01,3.053152039555006025e-01,4.672435105067985206e-01,2.447466007416563560e-01,1.569839307787391780e-01,8.776266996291717803e-02,0.000000000000000000e+00,1.557478368355995069e-01,3.139678615574783560e-01,7.169344870210135889e-01,1.594561186650185480e-01,2.830655129789864111e-01,2.447466007416563560e-01,9.147095179233621920e-02,1.396786155747836711e-01,1.940667490729295341e-01,8.899876390605686305e-02,1.804697156983930684e-01,2.000000000000000000e+00
2.974848484848486296e-01,2.150606060606060077e-01,4.752424242424244660e-01,8.293939393939395166e-02,2.906060606060607496e-02,6.321212121212120560e-02,1.225454545454545408e-01,1.955757575757575140e-01,1.546969696969696106e-01,4.685151515151515511e-01,4.622121212121211298e-01,9.043636363636367026e-01,2.528181818181819418e-01,1.587878787878788389e-01,5.319696969696973143e-01,9.091212121212108865e-01,1.243030303030303180e-01,3.242424242424242209e-01,4.848484848484848619e-01,5.363636363636363757e-01,6.969696969696970168e-02,0.000000000000000000e+00,9.393939393939393367e-02,6.666666666666666574e-02,0.000000000000000000e+00,4.848484848484848481e-02,1.454545454545454475e-01,6.636363636363636909e-01,2.454545454545454530e-01,2.939393939393939448e-01,1.727272727272727293e-01,9.090909090909091161e-02,2.424242424242424240e-02,9.090909090909091161e-02,3.121212121212121327e-01,2.000000000000000000e+00
2.935496957403653240e-01,2.321906693711967284e-01,8.808722109533458910e-01,8.922920892494934364e-02,5.332657200811363046e-02,4.402028397565921902e-01,9.498985801217035840e-02,2.583164300202841490e-01,1.362677484787018223e-01,8.606490872210954823e-02,5.357403651115620891e-01,1.032494929006085860e+00,1.910953346855983892e-01,3.074239350912782442e-01,1.037971602434077267e+00,1.494401622718052991e+00,1.807707910750507851e-01,3.995943204868154242e-01,5.841784989858012089e-01,7.200811359026368930e-01,8.722109533468559717e-02,4.868154158215010074e-02,2.535496957403651219e-01,9.330628803245435976e-02,2.839756592292089210e-02,4.056795131845841729e-03,5.476673427991886334e-02,3.590263691683570069e-01,1.135902636916835684e-01,1.399594320486815535e-01,1.825557809330628778e-02,2.068965517241379282e-01,2.129817444219067046e-01,1.419878296146044605e-02,3.691683569979716251e-01,2.000000000000000000e+00
1.224999999999999978e-01,1.331249999999999933e-01,1.381249999999999867e+00,2.156250000000000874e-02,2.265625000000000278e-02,2.634374999999999356e-01,1.131250000000000033e-01,2.031249999999999722e-01,1.123437500000000061e-01,9.335937500000000000e-01,5.774999999999997913e-01,4.396875000000000644e-01,1.118749999999999745e-01,1.979687499999999711e-01,4.785937500000000400e-01,7.032812499999999689e-01,9.046875000000005607e-02,0.000000000000000000e+00,7.812500000000000000e-02,3.750000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00,1.562500000000000000e-02,1.562500000000000000e-02,0.000000000000000000e+00,1.562500000000000000e-02,2.968750000000000000e-01,2.656250000000000000e-01,1.562500000000000000e-01,4.687500000000000000e-02,2.031250000000000000e-01,1.562500000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.125000000000000000e-02,2.000000000000000000e+00
1.321293800539083685e-01,9.873315363881404738e-02,1.165902964959568244e+00,5.417789757412398016e-02,8.129380053908358272e-02,8.956873315363877985e-02,6.964959568733153361e-02,2.906738544474392616e-01,1.227493261455526175e-01,1.000619946091644730e+00,4.407547169811319443e-01,6.576280323450134357e-01,2.670619946091644659e-01,3.543665768194070864e-01,3.788409703504044268e-01,5.174932614555254329e-01,2.144204851752021801e-01,3.342318059299191346e-01,3.396226415094339424e-01,9.002695417789757792e-01,1.886792452830188607e-02,1.617250673854447526e-02,1.347708894878706272e-02,1.185983827493261450e-01,2.695417789757412544e-03,1.078167115902965018e-02,5.768194070080862046e-01,5.175202156334232084e-01,1.644204851752021634e-01,3.072776280323450404e-01,1.778975741239892105e-01,8.625336927223720140e-02,2.156334231805930035e-02,0.000000000000000000e+00,1.886792452830188815e-01,2.000000000000000000e+00
2.177799227799226967e-01,7.303088803088803038e-02,1.328378378378377855e-01,5.795366795366793666e-02,2.959459459459459416e-02,3.690347490347490877e-01,4.055019305019306741e-01,9.830308880308877839e-01,3.091698841698840017e-01,1.468725868725869188e-01,4.707528957528956393e-01,1.585424710424709893e+00,2.310231660231659712e-01,3.589961389961389138e-01,5.138416988416988351e-01,6.346138996139000232e-01,3.047490347490346418e-01,1.119691119691119674e-01,1.911196911196911263e-01,1.602316602316602445e-01,5.772200772200771768e-01,0.000000000000000000e+00,3.687258687258687107e-01,2.664092664092664320e-01,3.050193050193050204e-01,6.525096525096525379e-01,1.216216216216216284e-01,5.038610038610038533e-01,4.729729729729729715e-01,2.992277992277992404e-01,4.305019305019304743e-01,2.181467181467181549e-01,1.660231660231660245e-01,0.000000000000000000e+00,3.378378378378378288e-01,2.000000000000000000e+00
1.158048780487805351e-01,1.315121951219513363e-01,2.496097560975608642e-01,6.671544715447152996e-02,3.013821138211384976e-01,3.686016260162604530e-01,6.835772357723579606e-02,5.396747967479681440e-01,2.274959349593495828e-01,2.331219512195120136e-01,2.160650406504062704e-01,5.687154471544711987e-01,1.459186991869920180e-01,1.555121951219511911e-01,2.843577235772358769e-01,4.283577235772355607e-01,1.063089430894308685e-01,1.252032520325203346e-01,2.666666666666666630e-01,4.634146341463414864e-01,1.300813008130081300e-02,5.528455284552845628e-01,2.666666666666666630e-01,2.764227642276422675e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.447154471544715104e-01,2.878048780487804659e-01,8.292682926829268719e-02,1.382113821138211407e-01,6.666666666666666574e-02,1.756097560975609650e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.325203252032520262e-01,2.000000000000000000e+00
5.692607392607397232e-01,6.167832167832169865e-02,2.648451548451549731e-01,5.866133866133867170e-02,2.997002997002997000e-05,2.877122877122877120e-03,7.903096903096899772e-02,5.619380619380622000e-02,0.000000000000000000e+00,8.043956043956050628e-02,1.608491508491508570e-01,3.978021978021973881e-01,1.269530469530469330e-01,2.696203796203796577e-01,3.879220779220780013e-01,3.517982017982015930e-01,1.177622377622378064e-01,2.467532467532467522e-01,1.048951048951048959e-01,5.354645354645354294e-01,5.954045954045954492e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.618381618381618259e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.346653346653346572e-01,1.818181818181818232e-01,2.037962037962038064e-01,7.992007992007992001e-02,1.678321678321678390e-01,1.758241758241758379e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.035964035964035856e-01,2.000000000000000000e+00
1.560770156438026357e-01,7.280385078219017703e-02,1.038555956678700820e+00,6.678700361010832254e-02,1.099638989169676173e-01,1.012274368231047689e-01,1.209025270758123938e-01,8.535499398315297970e-02,1.092057761732852655e-01,6.881949458483759274e-01,3.379302045728034276e-01,5.707220216606494478e-01,2.339711191335739349e-01,6.569193742478941778e-02,5.311913357400710467e-01,4.518411552346575655e-01,1.283393501805056292e-01,9.867629362214200284e-02,2.406738868832731526e-01,8.411552346570396743e-01,2.960288808664259808e-01,3.249097472924187407e-02,4.933814681107100142e-02,3.971119133574007448e-02,2.286401925391095061e-02,6.016847172081829336e-03,7.809867629362213792e-01,1.504211793020457377e-01,1.768953068592057642e-01,5.415162454873646142e-02,1.444043321299639041e-02,2.033694344163658185e-01,1.239470517448856834e-01,0.000000000000000000e+00,2.647412755716004734e-02,2.000000000000000000e+00
2.780859374999998801e-01,2.137369791666668684e-01,1.005924479166666829e+00,7.261718749999999944e-02,7.497916666666659680e-01,1.494218749999997264e+00,1.397005208333333137e-01,1.046471354166666812e+00,9.888671875000000222e-01,6.242317708333331439e-01,7.310416666666674779e-01,1.942187500000000400e+00,4.802734374999999001e-01,2.004687499999997791e-01,7.744010416666667895e-01,1.580429687499999902e+00,3.025260416666663010e-01,1.875000000000000000e-01,4.713541666666666852e-01,6.236979166666666297e-01,1.497395833333333426e-01,4.947916666666666852e-01,9.765625000000000000e-02,1.653645833333333426e-01,5.677083333333333703e-01,4.088541666666666852e-01,3.294270833333333148e-01,4.895833333333333148e-01,5.638020833333333703e-01,3.919270833333333148e-01,1.263020833333333426e-01,2.031250000000000000e-01,3.177083333333333148e-01,3.515625000000000000e-02,3.111979166666666852e-01,2.000000000000000000e+00
1.614695340501791365e-01,1.566487455197133338e-01,4.234767025089605785e-01,5.464157706093188821e-02,1.231541218637992319e-01,1.577777777777777390e-01,1.371505376344086813e-01,6.755017921146955207e-01,1.629390681003586305e-01,7.174910394265228142e-01,6.239964157706089365e-01,8.968100358422943508e-01,1.959498207885304877e-01,1.742652329749103945e-01,6.959318996415763126e-01,1.087007168458780759e+00,1.354480286738350969e-01,2.831541218637992907e-01,4.462365591397849385e-01,8.691756272401434114e-01,4.480286738351254433e-02,2.222222222222222099e-01,1.612903225806451568e-02,8.781362007168458383e-02,0.000000000000000000e+00,1.254480286738351297e-02,5.322580645161290036e-01,4.677419354838709409e-01,3.064516129032258118e-01,1.792114695340501773e-01,4.838709677419354704e-02,1.774193548387096864e-01,4.480286738351254433e-02,0.000000000000000000e+00,3.297491039426523329e-01,3.000000000000000000e+00
1.661976369495166139e-01,6.276047261009672085e-02,2.416756176154673530e-01,6.226638023630508278e-02,5.456498388829208145e-03,5.453276047261010340e-02,1.038345864661654738e-01,1.214285714285714968e-01,2.129860365198711081e-01,1.704189044038667555e-01,2.240923737916219738e-01,1.528485499462945763e+00,1.151235230934478521e-01,8.761546723952741422e-02,4.213211600429639381e-01,6.022234156820628348e-01,1.505907626208378147e-01,1.654135338345864570e-01,5.488721804511278446e-01,2.502685284640172036e-01,5.767991407089151368e-01,0.000000000000000000e+00,9.667024704618689540e-03,2.363050483351235298e-01,5.370569280343716508e-03,0.000000000000000000e+00,1.267454350161117127e-01,3.598281417830290208e-01,2.524167561761546663e-01,1.181525241675617649e-01,1.750805585392051500e-01,3.093447905477980653e-01,7.411385606874328069e-02,0.000000000000000000e+00,2.610096670247046280e-01,3.000000000000000000e+00
3.160369881109639789e-01,2.459313077939234427e-01,1.100792602377807516e-01,7.225891677675033709e-02,3.445310435931310811e-01,2.870145310435930908e-01,7.579920739762222026e-02,2.271202113606338169e-01,4.484808454425363855e-02,3.808454425363277940e-01,4.505019815059446153e-01,7.373844121532360241e-01,1.679128137384412467e-01,9.904887714663145049e-02,3.142272126816382793e-01,4.563540290620869411e-01,1.703302509907529960e-01,2.298546895640686816e-01,4.834874504623513647e-01,4.385733157199471766e-01,1.770145310435931318e-01,2.377807133421400154e-01,5.019815059445178335e-02,5.284015852047556361e-02,0.000000000000000000e+00,1.585204755614266769e-02,1.254953764861294618e-01,3.593130779392338381e-01,1.003963011889035667e-01,1.334214002642007957e-01,4.359313077939233616e-02,8.190224570673712567e-02,8.718626155878467232e-02,0.000000000000000000e+00,2.232496697490092552e-01,3.000000000000000000e+00
1.904527296937416903e-01,1.495206391478029750e-01,3.611451398135819280e-01,1.092809587217044992e-01,1.011850865512649716e-01,2.085219707057254235e-01,1.635818908122504134e-01,1.707456724367509837e-01,1.008122503328895136e-01,7.524633821571234671e-02,1.340106524633821516e+00,1.671051930758985726e+00,8.010918774966701017e-01,3.617177097203727043e-01,7.951664447403465896e-01,1.361597869507322089e+00,1.747137150466046562e-01,4.500665778961384644e-01,5.672436750998668398e-01,4.713715046604527448e-01,4.727030625832223665e-01,3.861517976031957067e-02,6.924101198402130009e-02,9.853528628495339392e-02,5.326231691078561759e-02,1.198402130492676361e-02,0.000000000000000000e+00,4.700399467376830676e-01,4.207723035952063984e-01,4.593874833555259829e-01,3.448735019973369065e-01,5.459387483355526011e-02,1.291611185086551372e-01,2.250332889480692322e-01,3.501997336884154488e-01,3.000000000000000000e+00
2.550632911392405888e-01,1.427848101265822567e-01,3.537974683544303778e-01,8.215189873417722000e-02,4.683544303797468507e-03,5.316455696202532569e-03,5.126582278481012223e-02,3.486075949367087867e-01,8.810126582278481056e-02,3.697468354430379911e-01,2.692405063291138934e-01,7.706329113924050844e-01,5.594936708860760721e-02,1.715189873417721500e-01,8.431645569620255243e-01,8.715189873417721333e-01,2.755696202531646155e-01,5.063291139240506666e-01,4.303797468354430555e-01,6.962025316455696666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.012658227848101250e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.658227848101265556e-01,2.531645569620253333e-01,5.063291139240506250e-02,2.405063291139240556e-01,0.000000000000000000e+00,1.645569620253164445e-01,1.645569620253164445e-01,0.000000000000000000e+00,3.544303797468354444e-01,3.000000000000000000e+00
2.474117647058824421e-01,5.719999999999998697e-02,2.828470588235295624e-01,3.842352941176471054e-02,1.800470588235293656e-01,1.348470588235293199e-01,9.759999999999992293e-02,8.611764705882353488e-03,8.141176470588238484e-03,3.152941176470588826e-03,1.236400000000000610e+00,1.064870588235294457e+00,4.716941176470589303e-01,1.357882352941176818e-01,8.096470588235288313e-01,1.040352941176469370e+00,1.081176470588235544e-01,8.000000000000000167e-02,2.047058823529411820e-01,2.988235294117647101e-01,9.623529411764706332e-01,0.000000000000000000e+00,7.105882352941176316e-01,3.058823529411764872e-02,0.000000000000000000e+00,5.411764705882352727e-02,0.000000000000000000e+00,2.729411764705882426e-01,2.682352941176470718e-01,2.823529411764705843e-01,3.858823529411764541e-01,5.176470588235294185e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.176470588235294101e-02,3.000000000000000000e+00
1.527777777777777901e-01,1.833333333333333343e-02,8.166666666666667906e-02,5.111111111111110716e-02,7.777777777777776687e-03,2.288888888888889472e-01,7.333333333333333370e-02,1.422222222222222221e-01,5.322222222222222632e-01,1.188888888888889189e-01,6.611111111111112049e-02,5.716666666666667673e-01,1.027777777777777873e-01,5.000000000000000971e-02,2.355555555555555736e-01,5.300000000000000266e-01,1.111111111111111049e-01,3.333333333333333148e-01,2.777777777777777901e-01,4.444444444444444198e-01,5.555555555555555802e-01,0.000000000000000000e+00,1.666666666666666574e-01,2.222222222222222099e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.222222222222222099e-01,7.777777777777777901e-01,2.222222222222222099e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
3.221621621621621467e-01,3.613783783783783843e-01,1.547567567567567359e-01,1.397567567567567504e-01,2.256756756756759796e-01,1.107837837837836625e+00,5.581081081081080975e-02,6.621621621621623377e-03,1.651081081081080537e-01,2.972972972972971403e-02,1.882702702702702680e-01,4.514324324324323623e-01,9.070270270270271162e-02,9.610810810810815896e-02,2.465675675675677581e-01,3.289459459459459501e-01,1.308648648648648438e-01,1.027027027027027084e-01,5.945945945945946276e-02,9.864864864864865135e-01,5.945945945945946276e-02,7.837837837837837718e-01,8.135135135135135309e-01,2.972972972972973138e-02,5.999999999999999778e-01,9.270270270270269952e-01,5.567567567567567322e-01,9.729729729729730270e-02,1.459459459459459540e-01,7.837837837837838273e-02,9.162162162162161838e-01,5.945945945945946276e-02,1.108108108108108170e-01,0.000000000000000000e+00,1.702702702702702797e-01,3.000000000000000000e+00
3.359689922480619817e-01,1.327751937984495700e-01,3.346356589147289062e-01,8.137984496124030243e-02,1.601085271317830849e-01,3.724341085271317131e-01,7.308527131782956154e-02,3.870077519379844233e-01,5.127906976744193157e-01,4.321240310077519853e-01,2.180155038759689079e-01,6.857984496124035489e-01,1.493178294573642151e-01,2.219689922480619637e-01,4.621860465116274241e-01,8.020775193798445057e-01,1.720465116279069062e-01,2.201550387596899194e-01,2.015503875968992220e-01,2.682170542635659016e-01,4.790697674418604723e-01,1.038759689922480606e-01,1.596899224806201667e-01,2.480620155038759655e-02,4.294573643410852792e-01,4.356589147286821784e-01,6.325581395348837122e-01,3.147286821705426174e-01,1.596899224806201667e-01,1.705426356589147263e-02,5.565891472868217393e-01,2.015503875968992220e-01,2.496124031007752042e-01,1.782945736434108641e-01,4.852713178294573715e-01,3.000000000000000000e+00
2.998837209302325224e-01,1.740697674418605068e-01,5.994186046511627008e-01,8.511627906976744484e-02,5.593023255813953792e-02,3.483720930232558355e-01,1.947674418604650737e-01,6.040697674418606944e-01,3.151162790697674687e-01,6.116279069767440596e-02,8.754651162790699770e-01,8.590697674418602547e-01,3.103488372093022307e-01,2.115116279069766680e-01,5.568604651162789576e-01,1.106976744186046302e+00,2.306976744186046147e-01,4.186046511627907196e-01,6.046511627906976383e-01,7.558139534883721034e-01,1.279069767441860517e-01,8.139534883720930813e-02,5.813953488372092943e-02,9.302325581395348708e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.558139534883721034e-01,6.627906976744185608e-01,3.837209302325581550e-01,1.162790697674418589e-01,0.000000000000000000e+00,1.976744186046511531e-01,1.162790697674418589e-02,2.209302325581395388e-01,3.000000000000000000e+00
1.894236311239192450e-01,6.959654178674354319e-02,1.162363112391930908e+00,5.478386167146971630e-02,1.115273775216138290e-02,5.787896253602308194e-01,7.463976945244955863e-02,3.582420749279541239e-01,1.612103746397695325e-01,1.830835734870318143e+00,3.077233429394812814e-01,3.582420749279537353e-01,1.245244956772334766e-01,9.861671469740627971e-02,2.766858789625361026e-01,5.354466858789628247e-01,1.361959654178674373e-01,1.181556195965417916e-01,2.391930835734870364e-01,4.553314121037463913e-01,5.100864553314120586e-01,0.000000000000000000e+00,5.965417867435158783e-01,1.210374639769452448e-01,2.103746397694524484e-01,0.000000000000000000e+00,5.619596541786743282e-01,5.072046109510086609e-01,8.645533141210375375e-03,3.688760806916426271e-01,2.564841498559077837e-01,1.095100864553314179e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.881844380403458111e-02,3.000000000000000000e+00
4.481249999999998290e-01,2.627822580645162165e-01,9.317137096774187333e-01,2.240524193548388832e-01,2.579435483870967660e-01,5.803629032258065257e-01,7.653225806451614821e-02,2.922782258064515748e-01,3.393145161290321843e-01,9.738508064516123719e-01,2.390927419354839101e-01,7.172379032258071607e-01,9.965725806451612712e-02,2.967137096774192240e-01,5.541129032258069742e-01,8.521169354838710186e-01,3.692943548387100372e-01,2.358870967741935609e-01,3.870967741935483764e-01,8.245967741935483764e-01,2.419354838709677491e-01,1.693548387096774077e-01,2.459677419354838745e-01,1.653225806451612823e-01,6.048387096774193381e-03,3.830645161290322648e-02,6.935483870967742437e-01,4.415322580645161255e-01,1.854838709677419373e-01,2.500000000000000000e-01,2.620967741935483764e-01,3.548387096774193727e-01,2.338709677419354704e-01,0.000000000000000000e+00,1.774193548387096864e-01,3.000000000000000000e+00
2.471106557377049928e-01,1.095286885245901204e-01,3.914754098360655465e-01,1.060860655737705105e-01,5.997950819672127898e-02,4.525819672131147775e-01,1.247540983606557768e-01,3.394467213114754078e-01,8.155737704918031294e-02,1.293237704918031861e-01,1.160266393442623167e+00,2.816413934426229115e+00,4.668442622950824683e-01,2.384426229508197492e-01,1.322377049180328168e+00,9.291598360655732858e-01,1.525409836065573788e-01,2.520491803278688270e-01,2.827868852459016202e-01,7.151639344262294973e-01,4.303278688524590084e-02,4.713114754098360337e-02,5.737704918032787010e-02,1.864754098360655865e-01,1.024590163934426153e-02,2.254098360655737779e-02,5.737704918032787010e-02,4.241803278688524581e-01,4.774590163934426257e-01,5.225409836065574298e-01,1.372950819672131284e-01,1.495901639344262291e-01,6.147540983606557263e-02,1.639344262295082053e-02,2.274590163934426257e-01,3.000000000000000000e+00
2.867432567432568469e-01,1.680019980019980819e-01,6.463236763236760440e-01,9.486513486513489801e-02,2.197802197802197800e-04,1.186753246753246893e+00,4.957042957042957082e-02,1.024875124875125054e-01,7.292707292707294869e-04,2.570429570429570015e-02,1.978721278721279342e-01,6.284615384615382938e-01,2.063836163836164916e-01,1.608191808191808680e-01,3.892707292707290878e-01,3.729470529470526596e-01,1.278021978021978700e-01,1.218781218781218728e-01,1.668331668331668460e-01,9.480519480519480346e-01,1.188811188811188801e-01,0.000000000000000000e+00,4.465534465534465314e-01,0.000000000000000000e+00,9.990009990009990001e-04,0.000000000000000000e+00,7.592407592407592054e-02,2.427572427572427527e-01,3.166833166833166735e-01,2.367632367632367674e-01,3.996003996003996001e-03,8.991008991008990481e-02,1.518481518481518411e-01,3.096903096903096814e-02,2.597402597402597157e-01,3.000000000000000000e+00
1.105319148936170087e-01,2.056028368794326766e-01,4.131914893617021911e-01,5.879432624113474504e-02,2.778723404255319385e-01,1.661347517730495382e-01,1.059929078014184567e-01,2.125886524822693802e-01,1.713829787234042723e-01,2.712056737588652844e-01,3.820921985815603494e-01,7.232978723404254184e-01,3.226241134751771655e-01,2.141489361702128003e-01,9.177304964539009235e-01,8.422695035461000845e-01,2.205673758865247525e-01,1.773049645390070983e-01,5.177304964539006793e-01,6.418439716312056564e-01,3.120567375886524886e-01,2.624113475177304866e-01,1.773049645390071052e-02,3.546099290780142105e-02,1.418439716312056703e-02,1.773049645390071052e-02,1.063829787234042562e-01,3.581560283687943436e-01,5.531914893617021489e-01,4.397163120567376127e-01,4.042553191489361430e-01,2.517730496453900457e-01,1.134751773049645363e-01,1.773049645390071052e-02,2.056737588652482185e-01,3.000000000000000000e+00
