AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,label
3.894389438943894333e-01,5.907590759075908027e-01,8.019801980198020264e-01,6.336633663366336711e-01,2.640264026402640296e-02,0.000000000000000000e+00,5.610561056105610456e-02,1.419141914191419107e-01,2.640264026402640296e-02,1.485148514851485080e-01,2.541254125412541476e-01,1.650165016501650150e-01,5.049504950495049549e-01,2.508250825082508073e-01,1.287128712871287162e-01,6.930693069306931298e-02,1.320132013201320148e-02,2.079207920792079112e-01,1.000000000000000000e+00
3.541666666666666852e-01,5.208333333333333703e-01,7.291666666666666297e-01,1.875000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.083333333333333218e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.708333333333333148e-01,2.916666666666666852e-01,4.375000000000000000e-01,1.666666666666666574e-01,0.000000000000000000e+00,2.291666666666666574e-01,0.000000000000000000e+00,3.958333333333333148e-01,1.000000000000000000e+00
3.159144893111638930e-01,6.650831353919239852e-02,4.845605700712589115e-01,3.990498812351543911e-01,1.472684085510688745e-01,1.662707838479809963e-01,7.125890736342042897e-02,1.923990498812351568e-01,2.921615201900237269e-01,4.038004750593824355e-01,5.748218527315914761e-01,1.211401425178147279e-01,2.731591448931116606e-01,7.125890736342042897e-02,2.209026128266033118e-01,1.353919239904988192e-01,2.090261282660332565e-01,2.446555819477434779e-01,1.000000000000000000e+00
2.432778489116517173e-01,3.854033290653008925e-01,6.632522407170294843e-01,7.810499359795133878e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.481434058898847717e-02,2.048655569782330266e-01,2.010243277848911547e-01,1.741357234314980795e-01,3.341869398207426567e-01,1.907810499359795242e-01,8.834827144686299705e-02,5.710627400768245598e-01,3.303457106274007571e-01,1.280409731113956451e-01,3.969270166453264803e-02,1.984635083226632402e-01,1.000000000000000000e+00
1.102362204724409434e-01,5.984251968503937480e-01,6.062992125984252301e-01,4.724409448818897572e-02,0.000000000000000000e+00,9.448818897637795144e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.834645669291338543e-01,2.834645669291338543e-01,5.039370078740157410e-01,4.094488188976377896e-01,7.874015748031495954e-03,6.299212598425196763e-02,1.574803149606299191e-01,4.724409448818897572e-02,4.724409448818897572e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.375000000000000000e-02,2.604166666666666852e-01,5.833333333333333703e-01,2.708333333333333148e-01,0.000000000000000000e+00,1.354166666666666574e-01,3.229166666666666852e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.083333333333333426e-01,3.645833333333333148e-01,3.437500000000000000e-01,2.604166666666666852e-01,6.250000000000000000e-02,2.083333333333333426e-01,1.250000000000000000e-01,0.000000000000000000e+00,4.583333333333333148e-01,1.000000000000000000e+00
2.842465753424657793e-01,4.760273972602739878e-01,8.059360730593607691e-01,2.146118721461187095e-01,0.000000000000000000e+00,9.132420091324200406e-02,1.369863013698630061e-02,3.082191780821917637e-02,2.054794520547945091e-02,5.136986301369862729e-02,4.634703196347031984e-01,4.566210045662100203e-01,2.739726027397260122e-01,3.767123287671232668e-02,2.454337899543378998e-01,2.648401826484018118e-01,2.168949771689497596e-02,3.390410958904109817e-01,1.000000000000000000e+00
2.666666666666666630e-01,3.060606060606060330e-01,6.212121212121212155e-01,4.696969696969697239e-01,2.090909090909090773e-01,5.151515151515151381e-02,1.787878787878788012e-01,1.090909090909090856e-01,9.696969696969696961e-02,5.454545454545454142e-01,4.060606060606060663e-01,2.030303030303030332e-01,1.515151515151515194e-01,3.242424242424242209e-01,8.484848484848485362e-02,1.303030303030303094e-01,9.696969696969696961e-02,4.727272727272727182e-01,1.000000000000000000e+00
1.185185185185185230e-01,3.037037037037036979e-01,2.370370370370370461e-01,8.888888888888889228e-02,2.222222222222222307e-02,4.444444444444444614e-02,0.000000000000000000e+00,1.851851851851851749e-01,0.000000000000000000e+00,3.703703703703703498e-01,4.074074074074073848e-01,1.629629629629629761e-01,3.703703703703703498e-02,2.074074074074074014e-01,4.222222222222222210e-01,2.148148148148148195e-01,2.962962962962963076e-02,1.037037037037037007e-01,1.000000000000000000e+00
3.409801876955161903e-01,1.053180396246089640e-01,7.726798748696558361e-01,2.867570385818560830e-01,9.280500521376433554e-02,6.777893639207507870e-02,1.762252346193952102e-01,4.233576642335766249e-01,2.836287799791449293e-01,3.295099061522419048e-01,3.806047966631908031e-01,8.133472367049009166e-02,3.837330552659019567e-01,4.483837330552659095e-02,2.867570385818560830e-01,1.929092805005213629e-01,3.138686131386861367e-01,3.733055265901981112e-01,1.000000000000000000e+00
2.876254180602006438e-01,4.548494983277591719e-01,7.491638795986621524e-01,6.354515050167224011e-02,1.070234113712374563e-01,6.354515050167224011e-02,2.173913043478260809e-01,2.006688963210702392e-02,5.351170568561872815e-02,2.709030100334448021e-01,4.448160535117056669e-01,3.311036789297658878e-01,3.578595317725752345e-01,4.347826086956521618e-02,8.695652173913043237e-02,8.361204013377926403e-02,9.364548494983276905e-02,3.712374581939799079e-01,1.000000000000000000e+00
4.085257548845470654e-01,6.287744227353463389e-01,8.063943161634102852e-01,7.815275310834814138e-02,1.598579040852575461e-02,3.055062166962699832e-01,2.255772646536411963e-01,5.683836589698046393e-02,6.571936056838366402e-02,3.499111900532859698e-01,2.309058614564831191e-01,1.492007104795737005e-01,1.953818827708703465e-01,9.591474245115452768e-02,8.170515097690941864e-02,7.992895204262877307e-02,7.104795737122557298e-02,2.095914742451154555e-01,1.000000000000000000e+00
2.773109243697479132e-01,3.781512605042016695e-01,1.764705882352941291e-01,4.453781512605042292e-01,0.000000000000000000e+00,2.521008403361344602e-02,1.176470588235294101e-01,0.000000000000000000e+00,5.042016806722689204e-02,1.260504201680672232e-01,9.243697478991597105e-02,3.109243697478991653e-01,4.369747899159663884e-01,6.722689075630251809e-02,6.722689075630251809e-02,1.260504201680672232e-01,0.000000000000000000e+00,1.176470588235294101e-01,1.000000000000000000e+00
1.600000000000000033e-01,0.000000000000000000e+00,1.199999999999999956e-01,2.399999999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02,0.000000000000000000e+00,6.600000000000000311e-01,1.199999999999999956e-01,2.800000000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.200000000000000011e-01,1.000000000000000000e+00
3.285714285714285698e-01,6.809523809523809756e-01,6.285714285714285587e-01,2.714285714285714080e-01,2.857142857142857054e-02,1.666666666666666574e-01,2.523809523809523725e-01,1.714285714285714302e-01,7.619047619047619735e-02,4.666666666666666741e-01,2.761904761904762085e-01,4.333333333333333481e-01,4.619047619047619291e-01,4.285714285714285754e-02,2.714285714285714080e-01,1.904761904761904656e-01,6.666666666666666574e-02,3.714285714285714413e-01,1.000000000000000000e+00
3.096774193548387233e-01,3.354838709677419595e-01,1.870967741935483930e-01,2.064516129032258063e-01,2.580645161290322578e-02,1.032258064516129031e-01,3.225806451612903136e-02,0.000000000000000000e+00,5.806451612903226062e-02,7.741935483870968082e-02,5.677419354838709742e-01,4.258064516129032029e-01,5.806451612903226200e-01,2.516129032258064280e-01,9.032258064516128504e-02,1.741935483870967749e-01,1.354838709677419484e-01,1.935483870967741882e-01,1.000000000000000000e+00
1.516587677725118599e-01,3.886255924170616272e-01,7.014218009478673244e-01,3.791469194312796498e-02,2.938388625592416870e-01,9.478672985781989857e-02,3.554502369668246509e-01,8.056872037914691864e-02,1.895734597156398249e-02,3.127962085308056972e-01,6.066350710900474397e-01,3.175355450236966859e-01,3.791469194312795943e-01,1.184834123222748836e-01,2.654028436018957549e-01,1.753554502369668311e-01,0.000000000000000000e+00,4.691943127962085458e-01,1.000000000000000000e+00
1.875000000000000000e-01,6.250000000000000000e-01,6.875000000000000000e-01,5.000000000000000000e-01,1.875000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.875000000000000000e-01,5.000000000000000000e-01,3.125000000000000000e-01,0.000000000000000000e+00,6.250000000000000000e-02,1.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01,1.000000000000000000e+00
9.057971014492753603e-02,3.315217391304347561e-01,5.561594202898550998e-01,2.771739130434782705e-01,7.246376811594202987e-03,1.068840579710144956e-01,2.717391304347825942e-01,1.920289855072463692e-01,1.413043478260869457e-01,1.304347826086956486e-01,4.456521739130434590e-01,3.242753623188405765e-01,2.028985507246376940e-01,1.793478260869565133e-01,2.735507246376811530e-01,2.753623188405797118e-01,2.445652173913043514e-01,4.528985507246376940e-01,1.000000000000000000e+00
1.224268689057421422e-01,3.315276273022751963e-01,7.800650054171180681e-02,6.598049837486457125e-01,3.770314192849404389e-01,2.448537378114842844e-01,0.000000000000000000e+00,7.193932827735645130e-01,4.507042253521126862e-01,5.622968580715059783e-01,1.560130010834236136e-01,2.936078006500541515e-01,1.050920910075839598e-01,6.067172264355362721e-01,2.838569880823402225e-01,1.300108342361863401e-01,0.000000000000000000e+00,2.860238353196099537e-01,1.000000000000000000e+00
1.714614499424625960e-01,6.064441887226696970e-01,6.800920598388953131e-01,1.829689298043728485e-01,8.055235903337169823e-03,1.841196777905638668e-02,3.682393555811277336e-02,6.904487917146144571e-03,4.948216340621403725e-02,6.616800920598389091e-01,2.577675489067894343e-01,3.947065592635212727e-01,1.024165707710011503e-01,2.220943613348676515e-01,1.898734177215190000e-01,4.257767548906789268e-02,4.257767548906789268e-02,3.360184119677790404e-01,1.000000000000000000e+00
3.776881720430107503e-01,5.860215053763441206e-01,5.927419354838709964e-01,1.357526881720430012e-01,4.341397849462365621e-01,1.962365591397849385e-01,4.435483870967742159e-02,1.209677419354838676e-02,4.973118279569892219e-02,5.080645161290322509e-01,2.096774193548387177e-01,1.102150537634408595e-01,4.435483870967742159e-02,0.000000000000000000e+00,3.024193548387096864e-01,2.419354838709677491e-01,2.956989247311828106e-02,3.225806451612903136e-01,1.000000000000000000e+00
3.599999999999999867e-01,3.599999999999999867e-01,3.599999999999999867e-01,5.066666666666667096e-01,1.600000000000000033e-01,8.533333333333333881e-01,3.466666666666666785e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.466666666666666563e-01,5.333333333333333676e-02,2.533333333333333548e-01,8.000000000000000167e-02,2.533333333333333548e-01,3.333333333333333148e-01,1.600000000000000033e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000000e+00
3.258426966292135019e-01,3.438202247191011196e-01,1.415730337078651702e-01,5.438202247191010752e-01,8.314606741573034310e-02,7.191011235955056813e-02,1.191011235955056202e-01,2.224719101123595610e-01,5.842696629213483400e-02,1.460674157303370746e-01,3.348314606741573107e-01,1.977528089887640450e-01,3.752808988764044784e-01,1.483146067415730407e-01,3.685393258426966079e-01,1.280898876404494291e-01,4.269662921348314766e-02,4.134831460674157078e-01,1.000000000000000000e+00
9.836065573770491621e-02,8.196721311475409222e-02,5.901639344262294973e-01,8.196721311475409222e-02,0.000000000000000000e+00,2.459016393442622905e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.196721311475409222e-02,2.622950819672131284e-01,3.278688524590163689e-01,1.475409836065573743e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.967213114754098324e-01,1.000000000000000000e+00
2.378854625550660684e-01,3.259911894273127553e-01,7.488986784140969633e-01,2.158590308370044175e-01,0.000000000000000000e+00,5.286343612334801767e-01,1.101321585903083655e-01,1.762114537444934084e-02,1.762114537444934084e-02,6.255506607929515184e-01,6.872246696035242408e-01,1.938325991189427389e-01,2.555066079295154058e-01,4.052863436123347873e-01,2.907488986784140805e-01,2.378854625550660684e-01,5.726872246696035340e-02,2.070484581497797349e-01,1.000000000000000000e+00
7.894736842105262720e-02,2.500000000000000000e-01,9.473684210526315264e-01,5.921052631578946901e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.184210526315789408e-01,5.263157894736841813e-02,8.947368421052631637e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.263157894736841813e-02,1.000000000000000000e+00
5.394605394605394427e-02,2.307692307692307820e-01,1.000000000000000000e+00,2.047952047952047994e-01,0.000000000000000000e+00,1.038961038961039030e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.096903096903096814e-02,8.391608391608391948e-02,1.828171828171828162e-01,2.537462537462537582e-01,0.000000000000000000e+00,2.557442557442557440e-01,2.647352647352647081e-01,0.000000000000000000e+00,2.967032967032967039e-01,1.000000000000000000e+00
9.803921568627450844e-02,2.352941176470588203e-01,8.235294117647058432e-01,7.254901960784313486e-01,0.000000000000000000e+00,6.862745098039215730e-01,0.000000000000000000e+00,5.751633986928104125e-01,3.006535947712418166e-01,5.882352941176470784e-01,5.294117647058823595e-01,2.549019607843137081e-01,2.352941176470588203e-01,3.725490196078431460e-01,9.150326797385620325e-02,1.568627450980392135e-01,1.241830065359477153e-01,1.111111111111111049e-01,1.000000000000000000e+00
1.081504702194357320e-01,1.614420062695924862e-01,7.100313479623824309e-01,2.539184952978056353e-01,0.000000000000000000e+00,1.253918495297805594e-02,7.523510971786834256e-02,1.959247648902821271e-01,7.836990595611284527e-03,2.742946708463949723e-01,5.125391849529780108e-01,3.228840125391849725e-01,2.852664576802507734e-01,3.401253918495297790e-01,2.241379310344827624e-01,2.664576802507837017e-02,2.507836990595611049e-01,3.448275862068965747e-01,1.000000000000000000e+00
2.000000000000000111e-01,0.000000000000000000e+00,2.333333333333333370e-01,6.333333333333333037e-01,2.333333333333333370e-01,2.333333333333333370e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,9.333333333333333481e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,1.000000000000000000e+00
5.536912751677852684e-02,2.852348993288590373e-01,7.181208053691274795e-01,3.691275167785235123e-02,9.731543624161073658e-02,0.000000000000000000e+00,7.718120805369127480e-02,8.221476510067114718e-02,1.224832214765100707e-01,6.845637583892617561e-01,4.278523489932886115e-01,2.734899328859060619e-01,1.577181208053691219e-01,1.006711409395973089e-01,1.191275167785234845e-01,2.013422818791946178e-02,0.000000000000000000e+00,5.033557046979865446e-02,1.000000000000000000e+00
5.752212389380530894e-02,2.433628318584070693e-01,5.265486725663717227e-01,2.300884955752212357e-01,2.654867256637168105e-02,7.964601769911504314e-02,2.300884955752212357e-01,2.035398230088495686e-01,1.769911504424778736e-01,2.566371681415929307e-01,4.734513274336283328e-01,4.203539823008849430e-01,3.230088495575221264e-01,8.008849557522124130e-01,2.610619469026548845e-01,1.725663716814159199e-01,1.194690265486725717e-01,3.185840707964601726e-01,1.000000000000000000e+00
7.321965897693079317e-02,3.019057171514543669e-01,6.389167502507522300e-01,4.543630892678033883e-01,1.765295887662989005e-01,1.123370110330993016e-01,1.875626880641925731e-01,2.788365095285857409e-01,2.858575727181544845e-01,5.967903711133399902e-01,5.105315947843530600e-01,1.915747241725175576e-01,2.447342026078234700e-01,3.751253761283851462e-01,2.176529588766298873e-01,1.444332998996991080e-01,2.357071213640922758e-01,2.948846539618856788e-01,1.000000000000000000e+00
4.111948331539289625e-01,5.274488697524220004e-01,2.314316469321851533e-01,2.572658772874057975e-01,1.291711517761033427e-02,6.458557588805167136e-03,6.781485468245425363e-02,1.463939720129171229e-01,2.163616792249730969e-01,4.198062432723358439e-01,3.487621097954790028e-01,4.951560818083960980e-01,4.068891280947254940e-01,2.486544671689989161e-01,1.302475780409041994e-01,6.350914962325081292e-02,5.812701829924649816e-02,3.218514531754574914e-01,1.000000000000000000e+00
3.815789473684210592e-02,1.815789473684210620e-01,8.657894736842105532e-01,1.065789473684210509e-01,1.710526315789473797e-02,8.947368421052631637e-02,1.710526315789473797e-02,9.210526315789473173e-02,4.868421052631578816e-02,2.921052631578947567e-01,3.684210526315789269e-01,1.486842105263157798e-01,4.394736842105262942e-01,6.315789473684210731e-02,1.421052631578947345e-01,1.236842105263157854e-01,1.052631578947368397e-02,4.078947368421052544e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.428571428571428492e-01,8.928571428571428770e-02,4.285714285714285476e-01,8.928571428571429047e-01,0.000000000000000000e+00,3.928571428571428492e-01,0.000000000000000000e+00,1.250000000000000000e-01,0.000000000000000000e+00,9.285714285714286031e-01,1.964285714285714246e-01,7.142857142857142461e-02,0.000000000000000000e+00,1.607142857142857262e-01,3.214285714285714524e-01,2.142857142857142738e-01,0.000000000000000000e+00,1.071428571428571369e-01,1.000000000000000000e+00
2.750000000000000222e-01,2.269230769230769218e-01,0.000000000000000000e+00,8.961538461538461897e-01,0.000000000000000000e+00,1.923076923076923184e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.461538461538461731e-02,3.269230769230769412e-02,2.326923076923076983e-01,1.923076923076923184e-03,2.730769230769230504e-01,3.019230769230769051e-01,2.211538461538461453e-01,0.000000000000000000e+00,2.884615384615384359e-01,2.000000000000000000e+00
3.655172413793103536e-01,5.724137931034483096e-01,6.482758620689654805e-01,4.620689655172413590e-01,0.000000000000000000e+00,4.827586206896551657e-02,2.827586206896551824e-01,6.896551724137930939e-03,0.000000000000000000e+00,3.103448275862069061e-01,4.896551724137930828e-01,4.000000000000000222e-01,4.482758620689655249e-01,4.000000000000000222e-01,1.241379310344827569e-01,2.137931034482758730e-01,4.137931034482758563e-02,2.827586206896551824e-01,2.000000000000000000e+00
3.665008291873963486e-01,5.820895522388059851e-01,7.131011608623548659e-01,7.147595356550580092e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.648424543946932053e-02,6.301824212271973924e-02,9.950248756218905283e-03,3.698175787728026354e-01,2.868988391376451341e-01,2.288557213930348389e-01,3.963515754560530957e-01,6.965174129353234045e-02,2.669983416252073027e-01,1.044776119402985037e-01,9.950248756218905283e-03,3.233830845771144546e-01,2.000000000000000000e+00
7.216494845360824084e-02,2.783505154639175361e-01,7.353951890034364780e-01,2.405498281786941708e-02,1.099656357388316130e-01,3.780068728522336524e-02,1.374570446735395163e-02,3.436426116838488254e-02,4.810996563573883417e-02,7.285223367697594155e-01,1.374570446735395302e-01,1.030927835051546337e-01,1.168384879725085923e-01,5.154639175257731687e-02,2.027491408934707917e-01,8.247422680412370977e-02,6.872852233676975814e-03,2.233676975945017296e-01,2.000000000000000000e+00
4.013157894736842368e-01,3.563596491228070429e-01,6.875000000000000000e-01,1.129385964912280743e-01,1.557017543859649245e-01,4.627192982456140302e-01,0.000000000000000000e+00,2.203947368421052544e-01,5.921052631578947040e-02,6.019736842105263275e-01,4.375000000000000000e-01,4.221491228070175517e-01,6.030701754385965341e-01,1.842105263157894635e-01,2.171052631578947456e-01,1.864035087719298212e-01,8.771929824561403022e-03,2.017543859649122695e-01,2.000000000000000000e+00
1.833773087071240149e-01,3.021108179419524919e-01,8.522427440633245643e-01,2.110817941952506521e-02,1.543535620052770563e-01,8.100263852242743923e-01,7.255936675461741037e-02,1.306068601583113553e-01,1.833773087071240149e-01,9.577836411609498279e-01,2.110817941952506521e-02,1.121372031662269120e-01,1.147757255936675408e-01,4.973614775725593851e-01,3.403693931398417138e-01,7.915567282321900322e-03,0.000000000000000000e+00,2.691292875989446109e-01,2.000000000000000000e+00
3.715170278637770773e-02,2.058823529411764608e-01,7.043343653250774272e-01,1.486068111455108309e-01,1.408668730650154688e-01,0.000000000000000000e+00,2.476780185758514080e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.857585139318885387e-02,2.616099071207430571e-01,2.337461300309597589e-01,4.024767801857585120e-02,1.547987616099071213e-02,2.631578947368420907e-02,1.547987616099071213e-02,7.739938080495356067e-03,1.300309597523219840e-01,2.000000000000000000e+00
0.000000000000000000e+00,2.142857142857142738e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.642857142857143016e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.428571428571429047e-01,0.000000000000000000e+00,3.214285714285714524e-01,6.428571428571429047e-01,6.071428571428570953e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.214285714285714524e-01,2.000000000000000000e+00
2.325581395348837177e-02,3.013144590495450137e-01,9.292214357937310654e-01,5.358948432760363839e-02,1.213346814964610665e-01,6.471183013144590213e-01,1.911021233569261957e-01,7.077856420626895718e-03,0.000000000000000000e+00,1.011122345803842307e-03,2.517694641051567150e-01,2.942366026289180980e-01,4.105156723963599430e-01,1.840242669362992800e-01,2.780586450960566003e-01,6.268958543983821352e-02,1.617795753286147692e-02,2.527805864509605760e-01,2.000000000000000000e+00
4.306220095693780170e-01,3.301435406698564612e-01,6.459330143540670255e-01,6.220095693779904567e-01,0.000000000000000000e+00,1.291866028708134051e-01,0.000000000000000000e+00,1.913875598086124327e-02,0.000000000000000000e+00,3.301435406698564612e-01,3.588516746411483105e-01,4.880382775119617156e-01,1.339712918660287133e-01,1.483253588516746380e-01,5.263157894736841813e-02,6.220095693779904150e-02,0.000000000000000000e+00,1.626794258373205626e-01,2.000000000000000000e+00
4.285714285714285476e-01,5.523809523809524169e-01,9.047619047619047672e-01,1.047619047619047644e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.809523809523809867e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.904761904761904767e-01,3.714285714285714413e-01,5.428571428571428159e-01,5.619047619047619069e-01,0.000000000000000000e+00,2.952380952380952439e-01,2.000000000000000111e-01,8.571428571428571508e-02,1.428571428571428492e-01,2.000000000000000000e+00
3.945945945945946165e-01,7.405405405405405261e-01,5.621621621621621934e-01,3.459459459459459651e-01,2.162162162162162282e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.621621621621621712e-01,1.621621621621621712e-01,5.891891891891891664e-01,5.243243243243242979e-01,2.162162162162162282e-01,2.486486486486486625e-01,2.378378378378378510e-01,3.243243243243243423e-01,2.540540540540540682e-01,4.324324324324324564e-02,2.108108108108108225e-01,2.000000000000000000e+00
3.392070484581498069e-01,3.421439060205579974e-01,8.737151248164464201e-01,1.908957415565345206e-01,6.167400881057268774e-02,8.516886930983846860e-02,5.873715124816446080e-03,3.671071953010279082e-02,2.496328928046989692e-02,1.953010279001468341e-01,3.377386196769456839e-01,2.555066079295154058e-01,1.820851688693098380e-01,6.461086637298091295e-02,2.525697503671072153e-01,2.026431718061673937e-01,7.488986784140969077e-02,3.465491923641703109e-01,2.000000000000000000e+00
3.832335329341317598e-01,5.508982035928143839e-01,8.443113772455089761e-01,7.784431137724551197e-02,2.395209580838323499e-02,1.616766467065868240e-01,5.988023952095808747e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.275449101796407081e-01,4.670658682634730718e-01,3.532934131736527039e-01,1.137724550898203540e-01,1.137724550898203540e-01,9.580838323353293995e-02,2.395209580838323499e-02,0.000000000000000000e+00,2.215568862275449080e-01,2.000000000000000000e+00
2.751423149905123378e-01,5.692599620493358215e-01,7.722960151802656936e-01,9.677419354838709409e-02,0.000000000000000000e+00,1.309297912713472400e-01,9.487666034155597949e-02,3.415559772296015290e-02,0.000000000000000000e+00,1.499051233396584415e-01,4.819734345351043836e-01,3.795066413662239180e-01,1.707779886148007575e-01,2.827324478178367961e-01,2.865275142314990253e-01,3.795066413662238902e-02,1.328273244781783685e-02,2.941176470588235392e-01,2.000000000000000000e+00
2.580000000000000071e-01,4.169999999999999818e-01,8.229999999999999538e-01,4.000000000000000083e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.429999999999999882e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.580000000000000071e-01,1.370000000000000107e-01,8.899999999999999578e-02,7.599999999999999811e-02,4.599999999999999922e-02,1.350000000000000089e-01,0.000000000000000000e+00,2.449999999999999956e-01,2.000000000000000000e+00
3.716216216216216006e-01,4.932432432432432567e-01,5.202702702702702853e-01,8.783783783783784271e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.378378378378378566e-02,3.986486486486486291e-01,5.743243243243243423e-01,5.810810810810810301e-01,2.972972972972973138e-01,3.581081081081081141e-01,1.756756756756756854e-01,6.756756756756757132e-02,4.121621621621621712e-01,2.500000000000000000e-01,3.378378378378378566e-02,2.364864864864864857e-01,2.000000000000000000e+00
1.250000000000000000e-01,4.027777777777777901e-01,5.277777777777777901e-01,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.333333333333332871e-02,1.805555555555555525e-01,2.638888888888888951e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.416666666666666297e-01,2.083333333333333426e-01,1.666666666666666574e-01,0.000000000000000000e+00,3.888888888888888951e-01,2.000000000000000000e+00
2.816901408450704358e-01,3.661971830985915610e-01,5.211267605633802535e-01,4.225352112676056260e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.633802816901408578e-02,1.126760563380281716e-01,1.971830985915492829e-01,1.408450704225352179e-01,9.859154929577464144e-02,1.549295774647887203e-01,4.225352112676056260e-02,2.957746478873239382e-01,2.676056338028168780e-01,0.000000000000000000e+00,3.098591549295774406e-01,2.000000000000000000e+00
2.452830188679245293e-01,2.594339622641509413e-01,3.301886792452830011e-01,8.018867924528302327e-01,2.358490566037736019e-02,3.773584905660377214e-02,2.830188679245283084e-02,4.245283018867924280e-02,7.075471698113207364e-02,0.000000000000000000e+00,3.066037735849056478e-01,3.726415094339622369e-01,1.509433962264150886e-01,0.000000000000000000e+00,2.405660377358490587e-01,1.886792452830188607e-02,0.000000000000000000e+00,2.169811320754717054e-01,2.000000000000000000e+00
4.852941176470588203e-01,6.691176470588234837e-01,8.897058823529411242e-01,0.000000000000000000e+00,6.617647058823529493e-02,6.617647058823529493e-02,8.823529411764706454e-02,1.911764705882352811e-01,2.352941176470588203e-01,4.338235294117647189e-01,3.823529411764705621e-01,3.676470588235294379e-01,4.926470588235294379e-01,6.617647058823529493e-02,1.691176470588235392e-01,1.250000000000000000e-01,2.941176470588235253e-02,2.720588235294117418e-01,2.000000000000000000e+00
