frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.00,0.00,0.56,0.00,0.00,1.07,0.02,0.01,0.00,0.00,0.00,0.38,0.00,0.00,0.68,0.26,1.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2,0,0.020,0.88,1,0.00,0.00,0.19,0.09,0.00,0.70,0.13,0.23,0.00,0.00,0.00,0.15,0.00,0.00,0.63,0.21,0.41,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.040,0.88,1,0.00,0.00,0.00,0.15,0.01,0.39,0.24,0.39,0.00,0.00,0.00,0.21,0.00,0.00,0.50,0.13,0.06,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.060,0.88,1,0.00,0.00,0.00,0.15,0.01,0.10,0.28,0.54,0.00,0.00,0.00,0.38,0.00,0.00,0.37,0.05,0.04,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.080,0.88,1,0.00,0.00,0.00,0.06,0.01,0.05,0.16,0.64,0.03,0.00,0.00,0.87,0.00,0.00,0.32,0.00,0.04,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.100,0.88,1,0.00,0.00,0.00,0.00,0.06,0.00,0.05,0.76,0.09,0.00,0.00,1.12,0.00,0.00,0.23,0.00,0.04,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.120,0.88,1,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.81,0.13,0.00,0.00,1.34,0.00,0.00,0.33,0.02,0.05,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
8,0,0.140,0.88,1,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.83,0.12,0.00,0.00,1.45,0.07,0.00,0.31,0.13,0.19,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
9,0,0.160,0.88,1,0.00,0.00,0.07,0.00,0.64,0.00,0.00,0.97,0.14,0.14,0.00,1.66,0.23,0.00,0.58,0.62,0.26,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
10,0,0.180,0.88,1,0.00,0.00,0.18,0.00,0.76,0.00,0.00,1.00,0.22,0.32,0.00,2.04,0.23,0.00,0.91,1.48,0.28,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
