frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
2,0,0.020,0.88,1,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
3,0,0.040,0.88,1,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
4,0,0.060,0.98,1,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
5,0,0.080,0.93,1,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
6,0,0.100,0.98,1,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7,0,0.120,0.98,1,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
8,0,0.140,0.98,1,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
9,0,0.160,0.88,1,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.180,0.93,1,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.04,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.200,0.98,1,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.04,0.00,0.52,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.220,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.46,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.240,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.51,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.260,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.43,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,0.280,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0,0.300,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.42,0.00,0.00,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0,0.320,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.34,0.00,0.00,0.01,0.00,0.01,0.08,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,0.340,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.22,0.00,0.03,0.01,0.00,0.01,0.03,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,0.360,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.17,0.00,0.03,0.00,0.00,0.07,0.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,0.380,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.18,0.00,0.10,0.00,0.00,0.07,0.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,0.400,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.21,0.00,0.12,0.00,0.00,0.07,0.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0,0.420,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.04,0.12,0.00,0.20,0.00,0.00,0.01,0.11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,0,0.440,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.05,0.15,0.00,0.19,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,0,0.460,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.02,0.07,0.00,0.23,0.00,0.00,0.02,0.14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,0,0.480,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.04,0.10,0.00,0.24,0.00,0.00,0.02,0.16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,0,0.500,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.02,0.04,0.00,0.18,0.00,0.00,0.14,0.09,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.520,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.02,0.07,0.00,0.13,0.00,0.00,0.23,0.13,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.540,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.10,0.00,0.04,0.00,0.00,0.27,0.04,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,0.560,0.93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.21,0.00,0.04,0.00,0.00,0.25,0.07,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,0.580,0.88,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.04,0.22,0.00,0.07,0.00,0.00,0.13,0.02,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
31,0,0.600,0.88,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.04,0.14,0.00,0.07,0.00,0.00,0.23,0.02,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
32,0,0.620,0.88,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.14,0.06,0.00,0.07,0.00,0.00,0.26,0.07,0.13,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
