frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,0.00,0.00,0.06,0.48,0.13,0.00,0.00,0.27,0.57,0.00,0.45,0.00,0.00,0.00,2.70,0.00,1.16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
2,0,0.020,0.88,1,0.00,0.10,0.02,0.85,0.04,0.00,0.00,0.16,0.49,0.09,0.35,0.00,0.00,0.00,2.57,0.00,1.04,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
3,0,0.040,0.88,1,0.00,0.10,0.00,1.02,0.00,0.00,0.00,0.07,0.39,0.09,0.23,0.00,0.00,0.00,2.47,0.00,0.94,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
4,0,0.060,0.98,1,0.00,0.09,0.00,1.07,0.00,0.00,0.00,0.06,0.27,0.05,0.23,0.00,0.00,0.00,2.35,0.00,0.89,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
5,0,0.080,0.98,1,0.00,0.22,0.00,0.78,0.00,0.00,0.00,0.09,0.12,0.00,0.20,0.00,0.00,0.00,2.41,0.05,0.71,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
6,0,0.100,0.98,1,0.00,0.45,0.00,0.68,0.00,0.00,0.00,0.21,0.10,0.00,0.25,0.00,0.00,0.00,2.52,0.16,0.64,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
7,0,0.120,0.98,1,0.00,0.37,0.08,0.38,0.00,0.00,0.00,0.25,0.20,0.00,0.15,0.00,0.00,0.00,2.60,0.42,0.46,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
8,0,0.140,0.98,1,0.00,0.30,0.21,0.27,0.00,0.00,0.00,0.25,0.28,0.00,0.13,0.00,0.00,0.00,2.62,0.64,0.46,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
9,0,0.160,0.98,1,0.00,0.07,0.30,0.04,0.00,0.00,0.00,0.24,0.31,0.00,0.09,0.00,0.00,0.00,2.50,0.86,0.39,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
10,0,0.180,0.98,1,0.03,0.18,0.22,0.20,0.00,0.00,0.00,0.27,0.29,0.00,0.10,0.00,0.00,0.00,2.47,0.89,0.32,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
