frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.93,1,0.00,0.00,1.77,0.00,0.52,0.36,0.01,0.05,0.15,0.65,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
2,0,0.020,0.93,1,0.00,0.00,1.81,0.00,0.83,0.74,0.18,0.25,0.29,0.87,0.00,0.00,0.04,0.00,0.28,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
3,0,0.040,0.93,1,0.00,0.00,1.87,0.00,1.01,0.80,0.28,0.40,0.36,0.92,0.00,0.00,0.07,0.00,0.25,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
4,0,0.060,0.93,1,0.00,0.00,1.86,0.00,1.06,0.70,0.31,0.45,0.38,0.88,0.00,0.00,0.07,0.00,0.23,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
5,0,0.080,0.93,1,0.00,0.00,1.95,0.00,1.05,0.66,0.34,0.50,0.39,0.86,0.00,0.01,0.10,0.00,0.19,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
6,0,0.100,0.93,1,0.00,0.00,1.91,0.00,1.05,0.75,0.40,0.50,0.39,0.94,0.00,0.02,0.11,0.00,0.12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
7,0,0.120,0.93,1,0.00,0.00,1.91,0.00,1.02,0.74,0.45,0.56,0.42,1.00,0.00,0.02,0.12,0.00,0.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
8,0,0.140,0.93,1,0.00,0.00,1.91,0.00,1.01,0.78,0.52,0.52,0.37,1.05,0.00,0.01,0.17,0.00,0.09,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
9,0,0.160,0.93,1,0.00,0.00,2.02,0.00,0.98,0.72,0.53,0.51,0.33,1.10,0.00,0.00,0.14,0.00,0.16,0.00,0.04,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
10,0,0.180,0.93,1,0.00,0.00,2.03,0.00,0.94,0.61,0.49,0.42,0.28,1.12,0.00,0.00,0.09,0.00,0.25,0.00,0.04,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
11,0,0.200,0.93,1,0.00,0.00,2.02,0.00,0.93,0.59,0.48,0.41,0.29,1.20,0.00,0.00,0.02,0.00,0.30,0.00,0.04,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
12,0,0.220,0.93,1,0.00,0.00,1.87,0.00,0.85,0.80,0.48,0.27,0.26,1.19,0.00,0.00,0.05,0.00,0.31,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
13,0,0.240,0.93,1,0.00,0.00,1.76,0.00,0.77,1.08,0.45,0.13,0.19,1.14,0.00,0.00,0.05,0.00,0.30,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
14,0,0.260,0.93,1,0.00,0.00,1.72,0.00,0.67,1.21,0.43,0.02,0.14,1.15,0.00,0.00,0.05,0.00,0.23,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
