frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.98,1,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.55,0.21,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.020,0.98,1,0.01,0.05,0.70,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.86,0.33,0.29,0.36,0.90,1.22,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
3,0,0.040,0.98,1,0.01,0.05,0.75,0.00,0.00,0.00,0.00,0.23,0.00,0.00,1.48,0.68,0.35,0.47,1.56,2.82,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
4,0,0.060,0.98,1,0.01,0.05,0.75,0.00,0.00,0.00,0.00,0.17,0.00,0.18,1.68,1.14,0.57,0.81,1.94,3.75,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.080,0.98,1,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.12,0.18,1.10,1.44,0.86,0.68,1.73,3.56,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.100,0.93,1,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.33,0.18,0.47,1.56,1.27,0.68,0.89,2.31,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.120,0.93,1,0.07,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.10,1.30,1.26,0.25,0.27,1.57,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.140,0.93,1,0.07,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.06,1.36,1.33,0.31,0.00,1.53,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.160,0.98,1,0.08,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.47,0.14,0.25,1.46,1.39,0.44,0.00,1.58,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
10,0,0.180,0.98,1,0.01,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.49,0.17,0.45,1.60,1.29,0.50,0.01,1.57,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
11,0,0.200,0.93,1,0.03,0.00,0.25,0.00,0.00,0.00,0.00,0.14,0.45,0.35,0.66,1.81,1.31,0.63,0.01,1.46,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
12,0,0.220,0.93,1,0.14,0.00,0.51,0.00,0.01,0.00,0.00,0.46,0.49,0.21,0.81,1.83,1.42,0.66,0.13,1.46,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
13,0,0.240,0.93,1,0.20,0.00,0.74,0.00,0.01,0.00,0.00,0.67,0.46,0.17,0.82,1.85,1.54,0.80,0.21,1.34,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
14,0,0.260,0.93,1,0.25,0.00,0.89,0.00,0.01,0.00,0.00,0.70,0.47,0.00,0.76,1.78,1.61,0.78,0.32,1.16,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
15,0,0.280,0.93,1,0.16,0.00,0.88,0.00,0.00,0.00,0.00,0.46,0.33,0.00,0.73,1.70,1.36,0.65,0.41,1.11,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
16,0,0.300,0.93,1,0.24,0.00,0.99,0.00,0.00,0.00,0.00,0.33,0.32,0.00,0.89,1.60,1.27,0.54,0.59,1.26,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
17,0,0.320,0.88,1,0.32,0.00,0.91,0.00,0.00,0.00,0.00,0.30,0.27,0.00,0.93,1.44,1.16,0.44,0.65,1.44,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
18,0,0.340,0.88,1,0.44,0.00,0.73,0.00,0.00,0.00,0.00,0.42,0.31,0.04,0.93,1.45,1.11,0.48,0.77,1.50,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
19,0,0.360,0.88,1,0.44,0.00,0.44,0.00,0.00,0.00,0.00,0.59,0.32,0.29,0.88,1.57,1.00,0.51,0.86,1.65,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
20,0,0.380,0.88,1,0.44,0.00,0.27,0.00,0.00,0.00,0.00,0.66,0.30,0.39,0.83,1.72,1.08,0.51,0.93,1.89,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
21,0,0.400,0.88,1,0.38,0.00,0.13,0.00,0.00,0.00,0.00,0.81,0.27,0.50,0.76,1.94,1.21,0.52,0.89,2.36,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
22,0,0.420,0.88,1,0.44,0.00,0.08,0.00,0.00,0.00,0.00,0.87,0.21,0.44,0.62,1.92,1.25,0.52,0.88,2.56,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
23,0,0.440,0.77,1,0.51,0.00,0.09,0.00,0.00,0.00,0.00,1.02,0.23,0.50,0.70,2.00,1.21,0.67,0.97,2.64,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
24,0,0.460,0.77,1,0.54,0.00,0.06,0.00,0.00,0.00,0.00,0.71,0.25,0.36,0.75,1.85,0.88,0.68,1.19,2.39,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
25,0,0.480,0.77,1,0.42,0.00,0.06,0.00,0.00,0.00,0.00,0.46,0.27,0.29,0.80,1.85,0.60,0.58,1.10,2.19,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
26,0,0.500,0.77,1,0.23,0.00,0.13,0.03,0.00,0.00,0.00,0.10,0.18,0.12,0.52,1.29,0.22,0.43,1.19,1.87,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.520,0.82,1,0.09,0.00,0.28,0.03,0.00,0.00,0.00,0.06,0.09,0.11,0.29,1.09,0.10,0.25,1.16,1.79,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.540,0.93,1,0.00,0.00,0.55,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.17,1.09,0.02,0.24,1.42,1.90,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,0.560,0.93,1,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.34,1.29,0.02,0.17,1.42,2.16,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,0.580,0.93,1,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.53,1.41,0.00,0.26,1.27,2.24,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,0.600,0.93,1,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.74,1.34,0.00,0.22,0.94,2.24,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,0.620,0.93,1,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.93,1.48,0.00,0.25,0.76,2.25,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,0.640,0.82,1,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.56,0.00,0.17,1.09,1.59,0.00,0.26,0.70,2.29,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
34,0,0.660,0.82,1,0.06,0.00,0.66,0.00,0.00,0.00,0.00,0.38,0.00,0.32,1.17,1.82,0.00,0.32,0.86,2.43,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
35,0,0.680,0.77,1,0.06,0.00,0.45,0.00,0.00,0.00,0.00,0.17,0.00,0.32,0.80,1.33,0.00,0.23,0.61,1.65,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
36,0,0.700,0.68,0,0.15,0.00,0.64,0.00,0.00,0.00,0.00,0.24,0.00,0.26,0.68,1.24,0.00,0.27,0.67,1.77,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
37,0,0.720,0.82,1,0.19,0.00,0.69,0.00,0.00,0.00,0.01,0.49,0.00,0.29,0.54,1.04,0.00,0.22,0.56,1.86,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
38,0,0.740,0.82,1,0.45,0.00,1.12,0.00,0.00,0.00,0.03,0.71,0.00,0.33,0.85,1.60,0.00,0.37,0.97,2.80,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
39,0,0.760,0.82,1,0.55,0.00,1.04,0.00,0.00,0.00,0.04,0.71,0.02,0.49,1.00,1.81,0.00,0.34,0.94,2.86,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
40,0,0.780,0.82,1,0.68,0.00,1.24,0.00,0.00,0.00,0.06,0.69,0.02,0.53,1.20,2.02,0.00,0.42,0.95,2.80,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
41,0,0.800,0.77,1,0.50,0.00,0.86,0.00,0.00,0.00,0.05,1.07,0.02,0.95,1.33,2.61,0.65,0.63,0.76,2.86,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
42,0,0.820,0.98,1,0.33,0.08,0.74,0.00,0.00,0.00,0.03,1.12,0.00,1.07,1.55,3.00,1.01,0.78,0.56,2.76,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
43,0,0.840,0.98,1,0.10,0.08,0.45,0.00,0.00,0.00,0.19,0.86,0.00,0.85,2.29,3.94,1.80,0.84,0.30,3.04,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
44,0,0.860,0.98,1,0.02,0.08,0.55,0.00,0.00,0.00,0.48,0.26,0.00,0.38,2.89,4.45,1.69,0.54,0.08,3.59,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
45,0,0.880,0.98,1,0.00,0.00,0.61,0.00,0.00,0.00,0.48,0.00,0.00,0.00,2.94,4.76,1.76,0.27,0.00,4.12,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
