frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.88,1,0.19,0.00,0.00,0.04,0.15,0.00,0.00,0.48,0.46,0.00,0.45,1.85,0.00,0.13,0.76,0.39,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.020,0.98,1,0.19,0.00,0.00,0.01,0.12,0.00,0.00,0.57,0.47,0.00,0.42,1.87,0.04,0.19,0.56,0.34,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
3,0,0.040,0.88,1,0.19,0.00,0.04,0.02,0.15,0.00,0.00,0.63,0.49,0.00,0.42,1.83,0.04,0.22,0.42,0.29,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.060,0.88,1,0.11,0.00,0.04,0.02,0.16,0.00,0.00,0.67,0.52,0.00,0.42,1.76,0.04,0.23,0.41,0.27,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.080,0.88,1,0.08,0.00,0.04,0.02,0.21,0.00,0.00,0.68,0.53,0.00,0.48,1.72,0.00,0.18,0.45,0.33,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0,0.100,0.98,1,0.03,0.00,0.00,0.00,0.20,0.00,0.00,0.68,0.52,0.00,0.47,1.74,0.00,0.15,0.46,0.39,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.120,0.98,1,0.05,0.00,0.00,0.00,0.23,0.00,0.00,0.70,0.51,0.00,0.44,1.73,0.00,0.12,0.43,0.36,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.140,0.98,1,0.10,0.00,0.00,0.00,0.25,0.00,0.00,0.65,0.49,0.00,0.39,1.72,0.00,0.11,0.32,0.33,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.160,0.98,1,0.13,0.00,0.00,0.00,0.26,0.00,0.00,0.56,0.47,0.00,0.39,1.69,0.00,0.12,0.30,0.30,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.180,0.98,1,0.10,0.00,0.03,0.00,0.25,0.00,0.00,0.48,0.45,0.00,0.40,1.77,0.00,0.09,0.22,0.41,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
11,0,0.200,0.98,1,0.08,0.00,0.03,0.03,0.22,0.00,0.00,0.47,0.42,0.00,0.40,1.81,0.00,0.10,0.15,0.46,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
12,0,0.220,0.98,1,0.11,0.00,0.05,0.06,0.20,0.00,0.00,0.49,0.40,0.00,0.35,1.84,0.00,0.07,0.05,0.49,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.240,0.98,1,0.16,0.00,0.04,0.06,0.20,0.00,0.00,0.51,0.42,0.00,0.38,1.84,0.00,0.08,0.01,0.55,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
14,0,0.260,0.98,1,0.17,0.00,0.11,0.03,0.18,0.00,0.00,0.52,0.43,0.00,0.39,1.84,0.00,0.06,0.01,0.57,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
15,0,0.280,0.98,1,0.15,0.00,0.18,0.00,0.15,0.00,0.00,0.57,0.44,0.00,0.41,1.85,0.00,0.05,0.00,0.59,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
16,0,0.300,0.98,1,0.12,0.00,0.24,0.00,0.10,0.00,0.00,0.57,0.42,0.00,0.40,1.88,0.00,0.05,0.03,0.51,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
17,0,0.320,0.98,1,0.10,0.00,0.26,0.00,0.08,0.00,0.00,0.55,0.39,0.00,0.38,1.91,0.00,0.04,0.04,0.47,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
18,0,0.340,0.98,1,0.09,0.00,0.25,0.00,0.06,0.00,0.00,0.52,0.38,0.00,0.42,1.95,0.00,0.06,0.11,0.47,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
19,0,0.360,0.98,1,0.14,0.00,0.25,0.00,0.05,0.00,0.00,0.51,0.37,0.00,0.39,1.94,0.00,0.07,0.19,0.50,0.01,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
20,0,0.380,0.98,1,0.18,0.00,0.28,0.00,0.05,0.00,0.00,0.54,0.36,0.00,0.38,1.99,0.00,0.08,0.27,0.55,0.01,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
21,0,0.400,0.98,1,0.26,0.00,0.33,0.00,0.07,0.00,0.00,0.57,0.35,0.00,0.39,1.98,0.00,0.05,0.25,0.53,0.01,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
22,0,0.420,0.98,1,0.30,0.00,0.36,0.00,0.12,0.00,0.00,0.58,0.38,0.00,0.39,1.89,0.00,0.03,0.24,0.46,0.04,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
23,0,0.440,0.98,1,0.29,0.00,0.34,0.00,0.13,0.00,0.00,0.55,0.39,0.00,0.32,1.77,0.00,0.03,0.24,0.44,0.05,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
24,0,0.460,0.98,1,0.24,0.00,0.32,0.00,0.14,0.00,0.00,0.54,0.41,0.00,0.24,1.67,0.00,0.05,0.27,0.45,0.05,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25,0,0.480,0.98,1,0.16,0.00,0.29,0.00,0.12,0.00,0.00,0.54,0.43,0.00,0.25,1.64,0.00,0.05,0.31,0.52,0.07,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,0,0.500,0.98,1,0.17,0.00,0.27,0.00,0.12,0.00,0.00,0.61,0.46,0.00,0.29,1.58,0.00,0.04,0.35,0.55,0.11,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,0,0.520,0.98,1,0.15,0.00,0.26,0.00,0.12,0.00,0.00,0.68,0.47,0.00,0.32,1.54,0.00,0.01,0.37,0.58,0.14,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28,0,0.540,0.98,1,0.13,0.00,0.24,0.00,0.12,0.00,0.00,0.70,0.46,0.00,0.35,1.54,0.00,0.00,0.42,0.65,0.17,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,0,0.560,0.98,1,0.06,0.00,0.23,0.00,0.10,0.00,0.00,0.72,0.46,0.00,0.39,1.58,0.00,0.00,0.43,0.69,0.23,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,0,0.580,0.98,1,0.04,0.00,0.19,0.00,0.07,0.00,0.00,0.68,0.42,0.00,0.46,1.61,0.00,0.01,0.50,0.71,0.29,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,0,0.600,0.98,1,0.08,0.00,0.18,0.00,0.06,0.00,0.00,0.72,0.40,0.00,0.44,1.64,0.00,0.01,0.49,0.70,0.31,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,0,0.620,0.98,1,0.07,0.00,0.24,0.00,0.07,0.00,0.00,0.67,0.38,0.00,0.51,1.70,0.00,0.01,0.50,0.62,0.29,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
33,0,0.640,0.98,1,0.04,0.00,0.30,0.00,0.08,0.00,0.00,0.65,0.39,0.00,0.53,1.75,0.00,0.02,0.52,0.62,0.29,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
34,0,0.660,0.98,1,0.00,0.00,0.36,0.00,0.09,0.00,0.00,0.63,0.39,0.00,0.60,1.79,0.00,0.05,0.56,0.66,0.28,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
35,0,0.680,0.98,1,0.00,0.00,0.29,0.00,0.11,0.00,0.00,0.61,0.38,0.00,0.55,1.80,0.00,0.07,0.65,0.72,0.20,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
36,0,0.700,0.98,1,0.00,0.00,0.25,0.00,0.12,0.00,0.00,0.62,0.37,0.00,0.51,1.77,0.00,0.09,0.71,0.73,0.10,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
37,0,0.720,0.98,1,0.00,0.00,0.24,0.00,0.11,0.00,0.00,0.61,0.37,0.00,0.50,1.77,0.00,0.07,0.74,0.70,0.02,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
38,0,0.740,0.88,1,0.00,0.00,0.25,0.00,0.12,0.00,0.00,0.67,0.37,0.00,0.50,1.79,0.00,0.05,0.74,0.73,0.02,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
39,0,0.760,0.98,1,0.00,0.00,0.29,0.00,0.12,0.00,0.00,0.69,0.39,0.00,0.46,1.82,0.00,0.03,0.70,0.73,0.02,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
40,0,0.780,0.88,1,0.03,0.00,0.29,0.00,0.14,0.00,0.00,0.69,0.38,0.00,0.37,1.82,0.00,0.04,0.65,0.72,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
41,0,0.800,0.88,1,0.04,0.00,0.21,0.00,0.15,0.00,0.00,0.67,0.41,0.00,0.34,1.80,0.00,0.04,0.65,0.76,0.06,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
42,0,0.820,0.88,1,0.12,0.00,0.10,0.00,0.20,0.00,0.00,0.74,0.39,0.03,0.30,1.79,0.00,0.04,0.64,0.82,0.06,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
43,0,0.840,0.88,1,0.15,0.00,0.10,0.00,0.21,0.00,0.00,0.79,0.37,0.06,0.24,1.81,0.00,0.02,0.64,0.87,0.06,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
44,0,0.860,0.88,1,0.19,0.00,0.16,0.00,0.25,0.00,0.00,0.83,0.33,0.12,0.14,1.78,0.00,0.01,0.52,0.79,0.05,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
45,0,0.880,0.88,1,0.15,0.00,0.24,0.00,0.27,0.00,0.00,0.84,0.33,0.15,0.08,1.80,0.00,0.02,0.47,0.71,0.05,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
46,0,0.900,0.88,1,0.11,0.00,0.24,0.00,0.28,0.00,0.00,0.86,0.29,0.12,0.03,1.67,0.00,0.01,0.49,0.72,0.05,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
47,0,0.920,0.88,1,0.08,0.00,0.28,0.00,0.26,0.00,0.00,0.85,0.26,0.06,0.05,1.66,0.00,0.02,0.61,0.81,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
48,0,0.940,0.88,1,0.06,0.00,0.27,0.00,0.24,0.00,0.00,0.82,0.23,0.00,0.03,1.56,0.00,0.01,0.69,0.85,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49,0,0.960,0.88,1,0.07,0.00,0.29,0.00,0.26,0.01,0.00,0.77,0.28,0.02,0.03,1.54,0.00,0.01,0.69,0.81,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50,0,0.980,0.98,1,0.06,0.00,0.28,0.00,0.25,0.01,0.00,0.77,0.29,0.04,0.00,1.52,0.01,0.01,0.76,0.82,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
51,0,1.000,0.98,1,0.06,0.00,0.27,0.00,0.25,0.01,0.00,0.76,0.32,0.10,0.00,1.55,0.06,0.02,0.85,0.85,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
52,0,1.020,0.98,1,0.05,0.00,0.23,0.00,0.22,0.00,0.00,0.88,0.29,0.11,0.00,1.69,0.06,0.02,0.99,0.88,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
53,0,1.040,0.98,1,0.04,0.00,0.19,0.00,0.22,0.00,0.00,0.96,0.30,0.18,0.00,1.73,0.05,0.03,0.98,0.93,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
54,0,1.060,0.98,1,0.02,0.00,0.18,0.00,0.23,0.00,0.00,1.08,0.28,0.16,0.00,1.77,0.00,0.03,1.01,0.96,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
55,0,1.080,0.98,1,0.00,0.00,0.17,0.00,0.23,0.00,0.00,1.09,0.28,0.24,0.00,1.84,0.00,0.06,1.04,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
56,0,1.100,0.88,1,0.00,0.00,0.22,0.00,0.23,0.00,0.00,1.11,0.27,0.24,0.00,1.90,0.00,0.04,1.19,0.92,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
57,0,1.120,0.98,1,0.00,0.00,0.21,0.00,0.23,0.00,0.00,1.12,0.28,0.31,0.00,1.98,0.00,0.07,1.21,0.87,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
58,0,1.140,0.88,1,0.00,0.00,0.24,0.00,0.25,0.00,0.00,1.20,0.27,0.26,0.00,1.95,0.01,0.04,1.21,0.80,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
59,0,1.160,0.98,1,0.00,0.00,0.20,0.00,0.26,0.00,0.00,1.22,0.28,0.26,0.00,1.91,0.01,0.04,1.20,0.74,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
60,0,1.180,0.98,1,0.00,0.00,0.20,0.00,0.25,0.00,0.00,1.26,0.26,0.21,0.00,1.82,0.01,0.01,1.28,0.72,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
61,0,1.200,0.98,1,0.00,0.00,0.19,0.00,0.22,0.00,0.00,1.22,0.26,0.19,0.00,1.75,0.00,0.00,1.33,0.70,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
