frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
1,0,0.000,0.93,1,0.00,0.00,0.33,0.00,0.00,1.44,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.30,0.21,0.37,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,0,0.020,0.93,1,0.00,0.00,0.40,0.00,0.00,1.22,0.08,0.00,0.00,0.00,0.00,1.10,0.00,0.16,0.25,0.46,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
3,0,0.040,0.93,1,0.00,0.00,0.44,0.00,0.00,1.02,0.11,0.00,0.00,0.00,0.00,1.11,0.00,0.07,0.30,0.45,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,0,0.060,0.93,1,0.00,0.00,0.53,0.00,0.00,0.99,0.14,0.00,0.00,0.00,0.00,1.13,0.07,0.05,0.26,0.37,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,0,0.080,0.93,1,0.00,0.00,0.51,0.00,0.00,0.90,0.18,0.00,0.00,0.00,0.00,1.10,0.07,0.00,0.23,0.39,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
6,0,0.100,0.93,1,0.00,0.00,0.38,0.00,0.00,0.94,0.18,0.00,0.00,0.00,0.00,1.01,0.17,0.00,0.21,0.42,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7,0,0.120,0.93,1,0.00,0.00,0.31,0.00,0.00,1.07,0.16,0.00,0.00,0.00,0.00,1.05,0.13,0.00,0.17,0.38,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0,0.140,0.93,1,0.00,0.00,0.25,0.00,0.00,1.22,0.17,0.00,0.00,0.00,0.00,1.12,0.30,0.03,0.19,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
9,0,0.160,0.93,1,0.00,0.00,0.33,0.00,0.00,1.18,0.22,0.00,0.00,0.00,0.11,1.45,0.23,0.15,0.30,0.74,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
10,0,0.180,0.88,1,0.00,0.00,0.37,0.00,0.00,1.25,0.24,0.00,0.00,0.00,0.14,1.64,0.23,0.17,0.32,0.80,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
11,0,0.200,0.88,1,0.00,0.00,0.36,0.00,0.00,1.09,0.12,0.00,0.00,0.00,0.15,1.50,0.19,0.16,0.27,0.52,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
12,0,0.220,0.93,1,0.00,0.00,0.37,0.00,0.00,1.23,0.07,0.00,0.00,0.00,0.04,1.50,0.27,0.04,0.22,0.27,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
13,0,0.240,0.93,1,0.00,0.00,0.28,0.00,0.00,0.99,0.09,0.00,0.00,0.00,0.02,1.23,0.33,0.02,0.25,0.22,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
