AU,ex
3.322528363047001776e-02,0.000000000000000000e+00
2.099958000839983324e-02,0.000000000000000000e+00
6.395995550611791036e-02,0.000000000000000000e+00
2.068519715578539045e-02,0.000000000000000000e+00
9.362200117027501614e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.501549907005579387e-02,0.000000000000000000e+00
2.012578616352201366e-01,0.000000000000000000e+00
4.464871963230466340e-02,0.000000000000000000e+00
1.634575993445309405e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.790014684287812213e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.592814371257484901e-02,0.000000000000000000e+00
3.099999999999999978e-02,0.000000000000000000e+00
1.000317561130517618e-01,0.000000000000000000e+00
2.380952380952380820e-02,0.000000000000000000e+00
3.152941176470588219e-02,0.000000000000000000e+00
6.779661016949152345e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.344086021505376451e-03,0.000000000000000000e+00
8.383233532934131205e-03,0.000000000000000000e+00
1.890694239290989787e-01,0.000000000000000000e+00
9.170305676855895760e-02,0.000000000000000000e+00
5.763239875389408046e-02,0.000000000000000000e+00
8.190224570673712567e-02,0.000000000000000000e+00
4.583333333333333148e-01,0.000000000000000000e+00
9.347181008902076538e-02,0.000000000000000000e+00
3.693304535637149111e-01,0.000000000000000000e+00
1.558669001751313565e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.996863974911799788e-02,0.000000000000000000e+00
7.777777777777777901e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.464487743557510990e-01,0.000000000000000000e+00
2.821959979476654570e-02,0.000000000000000000e+00
8.350586611456176089e-02,0.000000000000000000e+00
7.602339181286549286e-02,0.000000000000000000e+00
4.360679970436068253e-02,0.000000000000000000e+00
1.919504643962848256e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.220459952418715396e-02,0.000000000000000000e+00
8.960573476702508519e-03,0.000000000000000000e+00
1.145038167938931296e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.889938854919399544e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.545923300032226777e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.319467554076538651e-02,0.000000000000000000e+00
5.888125613346418055e-03,0.000000000000000000e+00
5.280898876404494652e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.483375959079283879e-01,0.000000000000000000e+00
3.228476821192052815e-02,0.000000000000000000e+00
7.539682539682539264e-02,0.000000000000000000e+00
3.773024361259655346e-02,0.000000000000000000e+00
1.292682926829268331e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.685985247629083125e-02,2.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00
5.753739930955120707e-02,2.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00
2.262443438914027351e-03,3.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00
7.322175732217573244e-03,3.000000000000000000e+00
1.049125728559533732e-01,3.000000000000000000e+00
7.765567765567765735e-01,3.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00
9.888059701492536713e-02,3.000000000000000000e+00
2.597402597402597574e-02,3.000000000000000000e+00
1.538461538461538547e-01,3.000000000000000000e+00
2.347417840375586907e-03,3.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00
7.249255213505462203e-02,4.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00
4.537037037037037202e-01,4.000000000000000000e+00
1.142857142857142821e-01,4.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00
1.776649746192893523e-02,4.000000000000000000e+00
2.727272727272727071e-01,4.000000000000000000e+00
2.056555269922879028e-02,4.000000000000000000e+00
1.846846846846846857e-01,4.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
1.114827201783723520e-01,5.000000000000000000e+00
8.651399491094147187e-02,5.000000000000000000e+00
1.627906976744186163e-01,5.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00
